tanggal;pm10;so2;co;o3;no2;max;critical;categori
02/12/2012;66.0;26.0;38.0;83.0;12.0;83.0;O3;SEDANG
03/12/2012;44.0;27.0;28.0;41.0;14.0;44.0;PM10;BAIK
04/12/2012;39.0;31.0;33.0;32.0;11.0;39.0;PM10;BAIK
05/12/2012;49.0;39.0;33.0;29.0;10.0;49.0;PM10;BAIK
06/12/2012;60.0;34.0;37.0;123.0;21.0;123.0;O3;TIDAK SEHAT
07/12/2012;71.0;5.0;42.0;86.0;19.0;86.0;O3;SEDANG
08/12/2012;51.0;;26.0;78.0;14.0;78.0;O3;SEDANG
09/12/2012;58.0;;38.0;115.0;16.0;115.0;O3;TIDAK SEHAT
10/12/2012;60.0;;28.0;104.0;16.0;104.0;O3;TIDAK SEHAT
11/12/2012;68.0;5.0;30.0;77.0;19.0;77.0;O3;SEDANG
12/12/2012;70.0;;29.0;75.0;17.0;75.0;O3;SEDANG
13/12/2012;59.0;5.0;28.0;71.0;20.0;71.0;O3;SEDANG
14/12/2012;68.0;3.0;42.0;92.0;30.0;92.0;O3;SEDANG
15/12/2012;63.0;2.0;54.0;64.0;14.0;64.0;O3;SEDANG
16/12/2012;59.0;5.0;18.0;68.0;10.0;68.0;O3;SEDANG
17/12/2012;53.0;5.0;30.0;68.0;20.0;68.0;O3;SEDANG
18/12/2012;49.0;6.0;39.0;62.0;19.0;62.0;O3;SEDANG
19/12/2012;65.0;6.0;49.0;62.0;18.0;65.0;PM10;SEDANG
20/12/2012;60.0;6.0;33.0;76.0;20.0;76.0;O3;SEDANG
21/12/2012;55.0;4.0;29.0;70.0;14.0;70.0;O3;SEDANG
22/12/2012;51.0;2.0;38.0;68.0;12.0;68.0;O3;SEDANG
23/12/2012;43.0;4.0;33.0;57.0;11.0;57.0;O3;SEDANG
24/12/2012;53.0;7.0;21.0;47.0;13.0;53.0;PM10;SEDANG
25/12/2012;45.0;4.0;20.0;41.0;10.0;45.0;PM10;BAIK
26/12/2012;38.0;3.0;31.0;54.0;13.0;54.0;O3;SEDANG
27/12/2012;45.0;5.0;30.0;33.0;10.0;45.0;PM10;BAIK
28/12/2012;47.0;4.0;23.0;39.0;11.0;47.0;PM10;BAIK
29/12/2012;40.0;4.0;26.0;39.0;14.0;40.0;PM10;BAIK
30/12/2012;38.0;3.0;20.0;37.0;10.0;38.0;PM10;BAIK
31/12/2012;31.0;2.0;15.0;28.0;7.0;31.0;PM10;BAIK
01/01/2013;75.0;4.0;23.0;51.0;9.0;75.0;PM10;SEDANG
02/01/2013;35.0;4.0;21.0;34.0;8.0;35.0;PM10;BAIK
03/01/2013;;;;;;0.0;;TIDAK ADA DATA
04/01/2013;;;;;;0.0;;TIDAK ADA DATA
05/01/2013;;;;;;0.0;;TIDAK ADA DATA
06/01/2013;;;;;;0.0;;TIDAK ADA DATA
07/01/2013;;;;;;0.0;;TIDAK ADA DATA
08/01/2013;;;;;;0.0;;TIDAK ADA DATA
09/01/2013;;;;;;0.0;;TIDAK ADA DATA
10/01/2013;;;;;;0.0;;TIDAK ADA DATA
11/01/2013;;;;;;0.0;;TIDAK ADA DATA
12/01/2013;;;;;;0.0;;TIDAK ADA DATA
13/01/2013;;;;;;0.0;;TIDAK ADA DATA
14/01/2013;;;;;;0.0;;TIDAK ADA DATA
15/01/2013;;;;;;0.0;;TIDAK ADA DATA
16/01/2013;;;;;;0.0;;TIDAK ADA DATA
17/01/2013;;;;;;0.0;;TIDAK ADA DATA
18/01/2013;;;;;;0.0;;TIDAK ADA DATA
19/01/2013;;;;;;0.0;;TIDAK ADA DATA
20/01/2013;;;;;;0.0;;TIDAK ADA DATA
21/01/2013;;;;;;0.0;;TIDAK ADA DATA
22/01/2013;;;;;;0.0;;TIDAK ADA DATA
23/01/2013;57.0;3.0;50.0;35.0;12.0;57.0;PM10;SEDANG
24/01/2013;40.0;2.0;28.0;32.0;10.0;40.0;PM10;BAIK
25/01/2013;51.0;3.0;34.0;34.0;15.0;51.0;PM10;SEDANG
26/01/2013;62.0;3.0;45.0;44.0;15.0;62.0;PM10;SEDANG
27/01/2013;52.0;1.0;25.0;48.0;11.0;52.0;PM10;SEDANG
28/01/2013;41.0;2.0;29.0;33.0;14.0;41.0;PM10;BAIK
29/01/2013;69.0;4.0;32.0;36.0;15.0;69.0;PM10;SEDANG
30/01/2013;53.0;2.0;29.0;37.0;14.0;53.0;PM10;SEDANG
31/01/2013;70.0;2.0;34.0;59.0;17.0;70.0;PM10;SEDANG
01/02/2013;66.0;3.0;32.0;49.0;15.0;66.0;PM10;SEDANG
02/02/2013;82.0;2.0;23.0;44.0;14.0;82.0;PM10;SEDANG
03/02/2013;64.0;2.0;63.0;43.0;22.0;64.0;PM10;SEDANG
04/02/2013;80.0;3.0;55.0;86.0;25.0;86.0;O3;SEDANG
05/02/2013;56.0;2.0;37.0;76.0;21.0;76.0;O3;SEDANG
06/02/2013;44.0;1.0;28.0;50.0;11.0;50.0;O3;BAIK
07/02/2013;59.0;2.0;57.0;99.0;21.0;99.0;O3;SEDANG
08/02/2013;64.0;3.0;33.0;75.0;22.0;75.0;O3;SEDANG
09/02/2013;70.0;2.0;31.0;85.0;16.0;85.0;O3;SEDANG
10/02/2013;65.0;2.0;34.0;140.0;19.0;140.0;O3;TIDAK SEHAT
11/02/2013;72.0;2.0;46.0;85.0;23.0;85.0;O3;SEDANG
12/02/2013;69.0;2.0;35.0;73.0;20.0;73.0;O3;SEDANG
13/02/2013;51.0;2.0;31.0;102.0;19.0;102.0;O3;TIDAK SEHAT
14/02/2013;64.0;2.0;38.0;73.0;21.0;73.0;O3;SEDANG
15/02/2013;59.0;3.0;34.0;80.0;14.0;80.0;O3;SEDANG
16/02/2013;49.0;2.0;21.0;61.0;11.0;61.0;O3;SEDANG
17/02/2013;33.0;1.0;20.0;54.0;10.0;54.0;O3;SEDANG
18/02/2013;45.0;2.0;33.0;45.0;15.0;45.0;PM10;BAIK
19/02/2013;44.0;2.0;32.0;39.0;12.0;44.0;PM10;BAIK
20/02/2013;58.0;3.0;29.0;51.0;13.0;58.0;PM10;SEDANG
21/02/2013;54.0;2.0;42.0;53.0;16.0;54.0;PM10;SEDANG
22/02/2013;50.0;2.0;25.0;43.0;11.0;50.0;PM10;BAIK
23/02/2013;49.0;1.0;25.0;68.0;12.0;68.0;O3;SEDANG
24/02/2013;59.0;2.0;28.0;64.0;13.0;64.0;O3;SEDANG
25/02/2013;52.0;2.0;24.0;65.0;15.0;65.0;O3;SEDANG
26/02/2013;54.0;1.0;31.0;75.0;14.0;75.0;O3;SEDANG
27/02/2013;53.0;1.0;33.0;69.0;17.0;69.0;O3;SEDANG
28/02/2013;47.0;2.0;21.0;54.0;7.0;54.0;O3;SEDANG
01/03/2013;48.0;2.0;24.0;62.0;9.0;62.0;O3;SEDANG
02/03/2013;52.0;2.0;26.0;75.0;12.0;75.0;O3;SEDANG
03/03/2013;55.0;2.0;23.0;79.0;13.0;79.0;O3;SEDANG
04/03/2013;42.0;1.0;26.0;73.0;14.0;73.0;O3;SEDANG
05/03/2013;44.0;2.0;38.0;48.0;13.0;48.0;O3;BAIK
06/03/2013;103.0;5.0;80.0;57.0;31.0;103.0;PM10;TIDAK SEHAT
07/03/2013;87.0;6.0;73.0;72.0;30.0;87.0;PM10;SEDANG
08/03/2013;63.0;4.0;34.0;53.0;17.0;63.0;PM10;SEDANG
09/03/2013;64.0;4.0;40.0;53.0;15.0;64.0;PM10;SEDANG
10/03/2013;;;;;;0.0;;TIDAK ADA DATA
11/03/2013;;;;;;0.0;;TIDAK ADA DATA
12/03/2013;;;;;;0.0;;TIDAK ADA DATA
13/03/2013;;;;;;0.0;;TIDAK ADA DATA
14/03/2013;;;;;;0.0;;TIDAK ADA DATA
15/03/2013;;;;;;0.0;;TIDAK ADA DATA
16/03/2013;61.0;4.0;29.0;76.0;10.0;76.0;O3;SEDANG
17/03/2013;58.0;1.0;31.0;76.0;10.0;76.0;O3;SEDANG
18/03/2013;47.0;2.0;24.0;55.0;11.0;55.0;O3;SEDANG
19/03/2013;63.0;3.0;37.0;101.0;21.0;101.0;O3;TIDAK SEHAT
20/03/2013;65.0;4.0;36.0;70.0;20.0;70.0;O3;SEDANG
21/03/2013;60.0;2.0;35.0;65.0;19.0;65.0;O3;SEDANG
22/03/2013;76.0;2.0;42.0;73.0;21.0;76.0;PM10;SEDANG
23/03/2013;64.0;2.0;30.0;58.0;14.0;64.0;PM10;SEDANG
24/03/2013;53.0;1.0;33.0;53.0;16.0;53.0;PM10;SEDANG
25/03/2013;55.0;2.0;18.0;63.0;19.0;63.0;O3;SEDANG
26/03/2013;71.0;3.0;35.0;49.0;21.0;71.0;PM10;SEDANG
27/03/2013;74.0;3.0;37.0;69.0;23.0;74.0;PM10;SEDANG
28/03/2013;89.0;3.0;53.0;108.0;26.0;108.0;O3;TIDAK SEHAT
29/03/2013;71.0;2.0;37.0;114.0;18.0;114.0;O3;TIDAK SEHAT
30/03/2013;54.0;2.0;18.0;37.0;10.0;54.0;PM10;SEDANG
31/03/2013;46.0;1.0;23.0;63.0;12.0;63.0;O3;SEDANG
01/04/2013;56.0;2.0;40.0;69.0;22.0;69.0;O3;SEDANG
02/04/2013;66.0;2.0;34.0;56.0;23.0;66.0;PM10;SEDANG
03/04/2013;71.0;2.0;43.0;111.0;27.0;111.0;O3;TIDAK SEHAT
04/04/2013;62.0;2.0;35.0;73.0;17.0;73.0;O3;SEDANG
05/04/2013;56.0;2.0;33.0;47.0;16.0;56.0;PM10;SEDANG
06/04/2013;51.0;1.0;23.0;89.0;16.0;89.0;O3;SEDANG
07/04/2013;47.0;2.0;23.0;57.0;11.0;57.0;O3;SEDANG
08/04/2013;56.0;2.0;42.0;66.0;25.0;66.0;O3;SEDANG
09/04/2013;56.0;2.0;37.0;94.0;23.0;94.0;O3;SEDANG
10/04/2013;61.0;2.0;28.0;47.0;14.0;61.0;PM10;SEDANG
11/04/2013;54.0;3.0;33.0;62.0;15.0;62.0;O3;SEDANG
12/04/2013;56.0;2.0;33.0;54.0;21.0;56.0;PM10;SEDANG
13/04/2013;34.0;1.0;22.0;27.0;8.0;34.0;PM10;BAIK
14/04/2013;34.0;1.0;15.0;44.0;7.0;44.0;O3;BAIK
15/04/2013;47.0;1.0;22.0;52.0;7.0;52.0;O3;SEDANG
16/04/2013;47.0;1.0;30.0;61.0;11.0;61.0;O3;SEDANG
17/04/2013;60.0;1.0;37.0;117.0;32.0;117.0;O3;TIDAK SEHAT
18/04/2013;49.0;1.0;31.0;121.0;22.0;121.0;O3;TIDAK SEHAT
19/04/2013;60.0;2.0;46.0;88.0;20.0;88.0;O3;SEDANG
20/04/2013;65.0;2.0;32.0;99.0;20.0;99.0;O3;SEDANG
21/04/2013;68.0;2.0;26.0;75.0;19.0;75.0;O3;SEDANG
22/04/2013;56.0;1.0;32.0;68.0;12.0;68.0;O3;SEDANG
23/04/2013;73.0;2.0;53.0;77.0;20.0;77.0;O3;SEDANG
24/04/2013;64.0;2.0;32.0;66.0;12.0;66.0;O3;SEDANG
25/04/2013;82.0;1.0;43.0;63.0;13.0;82.0;PM10;SEDANG
26/04/2013;;;;;;0.0;;TIDAK ADA DATA
27/04/2013;;;;;;0.0;;TIDAK ADA DATA
28/04/2013;;;;;;0.0;;TIDAK ADA DATA
29/04/2013;;;;;;0.0;;TIDAK ADA DATA
30/04/2013;;;;;;0.0;;TIDAK ADA DATA
01/05/2013;70.0;2.0;16.0;62.0;12.0;70.0;PM10;SEDANG
02/05/2013;56.0;2.0;33.0;48.0;19.0;56.0;PM10;SEDANG
03/05/2013;71.0;3.0;27.0;54.0;12.0;71.0;PM10;SEDANG
04/05/2013;74.0;3.0;18.0;64.0;12.0;74.0;PM10;SEDANG
05/05/2013;72.0;1.0;15.0;61.0;12.0;72.0;PM10;SEDANG
06/05/2013;75.0;3.0;28.0;58.0;18.0;75.0;PM10;SEDANG
07/05/2013;81.0;1.0;28.0;53.0;16.0;81.0;PM10;SEDANG
08/05/2013;53.0;1.0;31.0;43.0;17.0;53.0;PM10;SEDANG
09/05/2013;62.0;2.0;28.0;55.0;16.0;62.0;PM10;SEDANG
10/05/2013;58.0;2.0;32.0;74.0;25.0;74.0;O3;SEDANG
11/05/2013;61.0;3.0;32.0;76.0;19.0;76.0;O3;SEDANG
12/05/2013;56.0;1.0;32.0;70.0;18.0;70.0;O3;SEDANG
13/05/2013;57.0;2.0;35.0;37.0;15.0;57.0;PM10;SEDANG
14/05/2013;74.0;3.0;45.0;57.0;22.0;74.0;PM10;SEDANG
15/05/2013;72.0;2.0;34.0;48.0;28.0;72.0;PM10;SEDANG
16/05/2013;57.0;2.0;33.0;45.0;28.0;57.0;PM10;SEDANG
17/05/2013;69.0;3.0;25.0;46.0;18.0;69.0;PM10;SEDANG
18/05/2013;66.0;3.0;29.0;72.0;21.0;72.0;O3;SEDANG
19/05/2013;73.0;3.0;30.0;63.0;28.0;73.0;PM10;SEDANG
20/05/2013;39.0;1.0;34.0;91.0;28.0;91.0;O3;SEDANG
21/05/2013;32.0;4.0;31.0;69.0;24.0;69.0;O3;SEDANG
22/05/2013;66.0;2.0;36.0;37.0;16.0;66.0;PM10;SEDANG
23/05/2013;59.0;3.0;45.0;83.0;24.0;83.0;O3;SEDANG
24/05/2013;63.0;2.0;30.0;78.0;24.0;78.0;O3;SEDANG
25/05/2013;77.0;2.0;24.0;68.0;25.0;77.0;PM10;SEDANG
26/05/2013;59.0;2.0;14.0;74.0;16.0;74.0;O3;SEDANG
27/05/2013;67.0;3.0;13.0;48.0;18.0;67.0;PM10;SEDANG
28/05/2013;58.0;3.0;10.0;51.0;17.0;58.0;PM10;SEDANG
29/05/2013;70.0;3.0;6.0;61.0;19.0;70.0;PM10;SEDANG
30/05/2013;56.0;3.0;;50.0;22.0;56.0;PM10;SEDANG
31/05/2013;52.0;2.0;;48.0;11.0;52.0;PM10;SEDANG
01/06/2013;50.0;2.0;20.0;24.0;11.0;50.0;PM10;BAIK
02/06/2013;56.0;3.0;33.0;4.0;14.0;56.0;PM10;SEDANG
03/06/2013;53.0;3.0;28.0;4.0;13.0;53.0;PM10;SEDANG
04/06/2013;47.0;2.0;31.0;3.0;11.0;47.0;PM10;BAIK
05/06/2013;55.0;2.0;42.0;4.0;18.0;55.0;PM10;SEDANG
06/06/2013;39.0;1.0;32.0;3.0;14.0;39.0;PM10;BAIK
07/06/2013;67.0;2.0;53.0;6.0;29.0;67.0;PM10;SEDANG
08/06/2013;86.0;4.0;46.0;6.0;21.0;86.0;PM10;SEDANG
09/06/2013;60.0;2.0;42.0;5.0;17.0;60.0;PM10;SEDANG
10/06/2013;;;;;;0.0;;TIDAK ADA DATA
11/06/2013;66.0;2.0;35.0;5.0;19.0;66.0;PM10;SEDANG
12/06/2013;37.0;1.0;33.0;3.0;9.0;37.0;PM10;BAIK
13/06/2013;66.0;2.0;58.0;4.0;25.0;66.0;PM10;SEDANG
14/06/2013;56.0;4.0;51.0;41.0;13.0;56.0;PM10;SEDANG
15/06/2013;60.0;4.0;26.0;44.0;13.0;60.0;PM10;SEDANG
16/06/2013;83.0;2.0;71.0;94.0;21.0;94.0;O3;SEDANG
17/06/2013;71.0;3.0;53.0;69.0;19.0;71.0;PM10;SEDANG
18/06/2013;62.0;4.0;54.0;31.0;21.0;62.0;PM10;SEDANG
19/06/2013;54.0;5.0;33.0;35.0;15.0;54.0;PM10;SEDANG
20/06/2013;58.0;4.0;40.0;49.0;17.0;58.0;PM10;SEDANG
21/06/2013;71.0;4.0;53.0;66.0;30.0;71.0;PM10;SEDANG
22/06/2013;77.0;4.0;48.0;46.0;16.0;77.0;PM10;SEDANG
23/06/2013;61.0;5.0;34.0;63.0;11.0;63.0;O3;SEDANG
24/06/2013;67.0;5.0;36.0;100.0;18.0;100.0;O3;SEDANG
25/06/2013;77.0;5.0;36.0;104.0;21.0;104.0;O3;TIDAK SEHAT
26/06/2013;85.0;10.0;34.0;93.0;18.0;93.0;O3;SEDANG
27/06/2013;83.0;6.0;58.0;74.0;26.0;83.0;PM10;SEDANG
28/06/2013;58.0;11.0;38.0;46.0;19.0;58.0;PM10;SEDANG
29/06/2013;63.0;11.0;33.0;47.0;13.0;63.0;PM10;SEDANG
30/06/2013;62.0;8.0;35.0;39.0;12.0;62.0;PM10;SEDANG
01/07/2013;55.0;7.0;31.0;35.0;20.0;55.0;PM10;SEDANG
02/07/2013;67.0;8.0;43.0;58.0;21.0;67.0;PM10;SEDANG
03/07/2013;55.0;5.0;43.0;41.0;23.0;55.0;PM10;SEDANG
04/07/2013;57.0;7.0;51.0;23.0;22.0;57.0;PM10;SEDANG
05/07/2013;52.0;6.0;49.0;21.0;22.0;52.0;PM10;SEDANG
06/07/2013;58.0;8.0;46.0;37.0;15.0;58.0;PM10;SEDANG
07/07/2013;61.0;7.0;33.0;40.0;12.0;61.0;PM10;SEDANG
08/07/2013;74.0;13.0;38.0;67.0;17.0;74.0;PM10;SEDANG
09/07/2013;70.0;7.0;36.0;91.0;18.0;91.0;O3;SEDANG
10/07/2013;57.0;7.0;37.0;67.0;20.0;67.0;O3;SEDANG
11/07/2013;80.0;10.0;39.0;75.0;26.0;80.0;PM10;SEDANG
12/07/2013;60.0;6.0;45.0;58.0;21.0;60.0;PM10;SEDANG
13/07/2013;60.0;5.0;36.0;76.0;19.0;76.0;O3;SEDANG
14/07/2013;35.0;4.0;32.0;47.0;20.0;47.0;O3;BAIK
15/07/2013;65.0;8.0;46.0;59.0;19.0;65.0;PM10;SEDANG
16/07/2013;75.0;8.0;43.0;51.0;23.0;75.0;PM10;SEDANG
17/07/2013;68.0;6.0;43.0;88.0;25.0;88.0;O3;SEDANG
18/07/2013;75.0;7.0;45.0;59.0;20.0;75.0;PM10;SEDANG
19/07/2013;64.0;12.0;41.0;66.0;21.0;66.0;O3;SEDANG
20/07/2013;72.0;9.0;30.0;76.0;16.0;76.0;O3;SEDANG
21/07/2013;69.0;6.0;56.0;68.0;22.0;69.0;PM10;SEDANG
22/07/2013;56.0;4.0;40.0;52.0;19.0;56.0;PM10;SEDANG
23/07/2013;71.0;9.0;54.0;36.0;21.0;71.0;PM10;SEDANG
24/07/2013;58.0;8.0;31.0;57.0;17.0;58.0;PM10;SEDANG
25/07/2013;63.0;8.0;44.0;44.0;13.0;63.0;PM10;SEDANG
26/07/2013;52.0;7.0;23.0;38.0;8.0;52.0;PM10;SEDANG
27/07/2013;58.0;7.0;24.0;68.0;15.0;68.0;O3;SEDANG
28/07/2013;67.0;5.0;58.0;65.0;24.0;67.0;PM10;SEDANG
29/07/2013;70.0;9.0;35.0;77.0;19.0;77.0;O3;SEDANG
30/07/2013;62.0;8.0;35.0;56.0;20.0;62.0;PM10;SEDANG
31/07/2013;61.0;7.0;32.0;72.0;21.0;72.0;O3;SEDANG
01/08/2013;70.0;10.0;32.0;74.0;17.0;74.0;O3;SEDANG
02/08/2013;56.0;6.0;31.0;42.0;15.0;56.0;PM10;SEDANG
03/08/2013;57.0;8.0;30.0;49.0;16.0;57.0;PM10;SEDANG
04/08/2013;61.0;7.0;19.0;51.0;11.0;61.0;PM10;SEDANG
05/08/2013;65.0;6.0;33.0;50.0;27.0;65.0;PM10;SEDANG
06/08/2013;78.0;7.0;32.0;89.0;19.0;89.0;O3;SEDANG
07/08/2013;55.0;4.0;19.0;78.0;17.0;78.0;O3;SEDANG
08/08/2013;67.0;6.0;58.0;88.0;12.0;88.0;O3;SEDANG
09/08/2013;53.0;4.0;21.0;74.0;12.0;74.0;O3;SEDANG
10/08/2013;56.0;4.0;19.0;79.0;11.0;79.0;O3;SEDANG
11/08/2013;53.0;5.0;23.0;74.0;13.0;74.0;O3;SEDANG
12/08/2013;51.0;5.0;23.0;86.0;14.0;86.0;O3;SEDANG
13/08/2013;57.0;8.0;21.0;74.0;18.0;74.0;O3;SEDANG
14/08/2013;56.0;8.0;22.0;62.0;13.0;62.0;O3;SEDANG
15/08/2013;58.0;9.0;25.0;39.0;14.0;58.0;PM10;SEDANG
16/08/2013;57.0;9.0;23.0;68.0;10.0;68.0;O3;SEDANG
17/08/2013;55.0;6.0;18.0;65.0;10.0;65.0;O3;SEDANG
18/08/2013;50.0;4.0;25.0;77.0;12.0;77.0;O3;SEDANG
19/08/2013;54.0;7.0;26.0;66.0;14.0;66.0;O3;SEDANG
20/08/2013;58.0;9.0;27.0;66.0;19.0;66.0;O3;SEDANG
21/08/2013;67.0;9.0;30.0;72.0;19.0;72.0;O3;SEDANG
22/08/2013;69.0;8.0;27.0;63.0;14.0;69.0;PM10;SEDANG
23/08/2013;75.0;10.0;30.0;58.0;22.0;75.0;PM10;SEDANG
24/08/2013;69.0;9.0;26.0;58.0;19.0;69.0;PM10;SEDANG
25/08/2013;64.0;9.0;15.0;57.0;10.0;64.0;PM10;SEDANG
26/08/2013;62.0;9.0;25.0;48.0;12.0;62.0;PM10;SEDANG
27/08/2013;61.0;9.0;27.0;58.0;14.0;61.0;PM10;SEDANG
28/08/2013;68.0;8.0;28.0;72.0;23.0;72.0;O3;SEDANG
29/08/2013;63.0;9.0;27.0;49.0;12.0;63.0;PM10;SEDANG
30/08/2013;69.0;9.0;30.0;53.0;16.0;69.0;PM10;SEDANG
31/08/2013;58.0;6.0;28.0;49.0;15.0;58.0;PM10;SEDANG
01/09/2013;61.0;9.0;15.0;67.0;13.0;67.0;O3;SEDANG
02/09/2013;62.0;9.0;28.0;77.0;15.0;77.0;O3;SEDANG
03/09/2013;69.0;7.0;35.0;74.0;24.0;74.0;O3;SEDANG
04/09/2013;68.0;6.0;33.0;82.0;19.0;82.0;O3;SEDANG
05/09/2013;72.0;8.0;29.0;98.0;24.0;98.0;O3;SEDANG
06/09/2013;67.0;7.0;31.0;74.0;19.0;74.0;O3;SEDANG
07/09/2013;70.0;9.0;32.0;64.0;19.0;70.0;PM10;SEDANG
08/09/2013;62.0;5.0;26.0;72.0;14.0;72.0;O3;SEDANG
09/09/2013;68.0;7.0;34.0;68.0;20.0;68.0;PM10;SEDANG
10/09/2013;80.0;9.0;35.0;74.0;21.0;80.0;PM10;SEDANG
11/09/2013;66.0;10.0;33.0;57.0;18.0;66.0;PM10;SEDANG
12/09/2013;71.0;10.0;29.0;48.0;17.0;71.0;PM10;SEDANG
13/09/2013;73.0;8.0;32.0;66.0;22.0;73.0;PM10;SEDANG
14/09/2013;65.0;7.0;28.0;90.0;19.0;90.0;O3;SEDANG
15/09/2013;51.0;5.0;24.0;81.0;15.0;81.0;O3;SEDANG
16/09/2013;;8.0;35.0;44.0;17.0;44.0;O3;BAIK
17/09/2013;;9.0;34.0;81.0;26.0;81.0;O3;SEDANG
18/09/2013;64.0;7.0;30.0;62.0;17.0;64.0;PM10;SEDANG
19/09/2013;71.0;8.0;30.0;74.0;19.0;74.0;O3;SEDANG
20/09/2013;68.0;9.0;32.0;49.0;18.0;68.0;PM10;SEDANG
21/09/2013;62.0;7.0;25.0;94.0;19.0;94.0;O3;SEDANG
22/09/2013;65.0;6.0;33.0;89.0;16.0;89.0;O3;SEDANG
23/09/2013;66.0;8.0;30.0;71.0;27.0;71.0;O3;SEDANG
24/09/2013;64.0;9.0;27.0;48.0;22.0;64.0;PM10;SEDANG
25/09/2013;63.0;10.0;27.0;64.0;30.0;64.0;O3;SEDANG
26/09/2013;67.0;7.0;26.0;80.0;19.0;80.0;O3;SEDANG
27/09/2013;65.0;8.0;31.0;76.0;19.0;76.0;O3;SEDANG
28/09/2013;70.0;10.0;26.0;66.0;18.0;70.0;PM10;SEDANG
29/09/2013;72.0;11.0;26.0;69.0;12.0;72.0;PM10;SEDANG
30/09/2013;69.0;8.0;29.0;60.0;18.0;69.0;PM10;SEDANG
01/10/2013;85.0;10.0;33.0;79.0;23.0;85.0;PM10;SEDANG
02/10/2013;78.0;9.0;31.0;81.0;21.0;81.0;O3;SEDANG
03/10/2013;71.0;8.0;33.0;78.0;24.0;78.0;O3;SEDANG
04/10/2013;71.0;9.0;31.0;72.0;19.0;72.0;O3;SEDANG
05/10/2013;74.0;9.0;31.0;88.0;18.0;88.0;O3;SEDANG
06/10/2013;75.0;5.0;30.0;123.0;18.0;123.0;O3;TIDAK SEHAT
07/10/2013;67.0;8.0;31.0;80.0;17.0;80.0;O3;SEDANG
08/10/2013;72.0;10.0;32.0;58.0;22.0;72.0;PM10;SEDANG
09/10/2013;60.0;10.0;29.0;69.0;19.0;69.0;O3;SEDANG
10/10/2013;61.0;8.0;31.0;59.0;21.0;61.0;PM10;SEDANG
11/10/2013;64.0;9.0;30.0;84.0;21.0;84.0;O3;SEDANG
12/10/2013;62.0;10.0;29.0;94.0;18.0;94.0;O3;SEDANG
13/10/2013;59.0;5.0;20.0;76.0;14.0;76.0;O3;SEDANG
14/10/2013;60.0;6.0;30.0;66.0;15.0;66.0;O3;SEDANG
15/10/2013;56.0;6.0;18.0;57.0;11.0;57.0;O3;SEDANG
16/10/2013;65.0;9.0;25.0;49.0;14.0;65.0;PM10;SEDANG
17/10/2013;65.0;10.0;20.0;44.0;12.0;65.0;PM10;SEDANG
18/10/2013;59.0;9.0;23.0;48.0;10.0;59.0;PM10;SEDANG
19/10/2013;72.0;8.0;37.0;97.0;18.0;97.0;O3;SEDANG
20/10/2013;47.0;7.0;19.0;65.0;12.0;65.0;O3;SEDANG
21/10/2013;63.0;8.0;31.0;93.0;19.0;93.0;O3;SEDANG
22/10/2013;66.0;9.0;30.0;52.0;18.0;66.0;PM10;SEDANG
23/10/2013;66.0;8.0;33.0;60.0;25.0;66.0;PM10;SEDANG
24/10/2013;65.0;7.0;38.0;99.0;22.0;99.0;O3;SEDANG
25/10/2013;82.0;11.0;38.0;70.0;30.0;82.0;PM10;SEDANG
26/10/2013;78.0;9.0;35.0;70.0;18.0;78.0;PM10;SEDANG
27/10/2013;74.0;8.0;41.0;70.0;18.0;74.0;PM10;SEDANG
28/10/2013;58.0;9.0;30.0;52.0;15.0;58.0;PM10;SEDANG
29/10/2013;65.0;8.0;42.0;63.0;23.0;65.0;PM10;SEDANG
30/10/2013;69.0;7.0;59.0;81.0;24.0;81.0;O3;SEDANG
31/10/2013;76.0;8.0;38.0;81.0;20.0;81.0;O3;SEDANG
01/11/2013;69.0;8.0;34.0;84.0;22.0;84.0;O3;SEDANG
02/11/2013;59.0;8.0;44.0;74.0;23.0;74.0;O3;SEDANG
03/11/2013;;9.0;28.0;76.0;13.0;76.0;O3;SEDANG
04/11/2013;66.0;8.0;30.0;83.0;21.0;83.0;O3;SEDANG
05/11/2013;71.0;8.0;31.0;89.0;18.0;89.0;O3;SEDANG
06/11/2013;74.0;7.0;32.0;99.0;19.0;99.0;O3;SEDANG
07/11/2013;75.0;10.0;36.0;85.0;28.0;85.0;O3;SEDANG
08/11/2013;75.0;9.0;35.0;84.0;25.0;84.0;O3;SEDANG
09/11/2013;59.0;8.0;49.0;43.0;19.0;59.0;PM10;SEDANG
10/11/2013;;;;;;0.0;;TIDAK ADA DATA
11/11/2013;;;;;;0.0;;TIDAK ADA DATA
12/11/2013;75.0;10.0;42.0;69.0;21.0;75.0;PM10;SEDANG
13/11/2013;60.0;5.0;37.0;87.0;19.0;87.0;O3;SEDANG
14/11/2013;68.0;6.0;60.0;114.0;20.0;114.0;O3;TIDAK SEHAT
15/11/2013;62.0;8.0;33.0;98.0;18.0;98.0;O3;SEDANG
16/11/2013;58.0;9.0;33.0;56.0;16.0;58.0;PM10;SEDANG
17/11/2013;49.0;5.0;32.0;58.0;13.0;58.0;O3;SEDANG
18/11/2013;48.0;7.0;29.0;43.0;12.0;48.0;PM10;BAIK
19/11/2013;48.0;8.0;26.0;29.0;9.0;48.0;PM10;BAIK
20/11/2013;39.0;8.0;21.0;19.0;9.0;39.0;PM10;BAIK
