tanggal;pm10;so2;co;o3;no2;max;critical;categori
21/11/2013;51.0;9.0;28.0;37.0;16.0;51.0;PM10;SEDANG
22/11/2013;58.0;11.0;26.0;46.0;13.0;58.0;PM10;SEDANG
23/11/2013;59.0;13.0;27.0;59.0;17.0;59.0;PM10;SEDANG
24/11/2013;62.0;7.0;20.0;67.0;14.0;67.0;O3;SEDANG
25/11/2013;55.0;10.0;27.0;78.0;12.0;78.0;O3;SEDANG
26/11/2013;63.0;12.0;27.0;33.0;17.0;63.0;PM10;SEDANG
27/11/2013;58.0;10.0;35.0;65.0;20.0;65.0;O3;SEDANG
28/11/2013;80.0;13.0;32.0;67.0;18.0;80.0;PM10;SEDANG
29/11/2013;52.0;8.0;28.0;71.0;15.0;71.0;O3;SEDANG
30/11/2013;61.0;9.0;31.0;100.0;24.0;100.0;O3;SEDANG
01/12/2013;61.0;6.0;19.0;83.0;16.0;83.0;O3;SEDANG
02/12/2013;72.0;7.0;32.0;93.0;19.0;93.0;O3;SEDANG
03/12/2013;75.0;5.0;37.0;106.0;18.0;106.0;O3;TIDAK SEHAT
04/12/2013;72.0;7.0;38.0;83.0;15.0;83.0;O3;SEDANG
05/12/2013;;;;;;0.0;;TIDAK ADA DATA
06/12/2013;;;;;;0.0;;TIDAK ADA DATA
07/12/2013;;;;;;0.0;;TIDAK ADA DATA
08/12/2013;;;;;;0.0;;TIDAK ADA DATA
09/12/2013;57.0;7.0;33.0;76.0;13.0;76.0;O3;SEDANG
10/12/2013;56.0;6.0;42.0;78.0;17.0;78.0;O3;SEDANG
11/12/2013;64.0;;37.0;;14.0;64.0;PM10;SEDANG
12/12/2013;49.0;;34.0;;13.0;49.0;PM10;BAIK
13/12/2013;56.0;;57.0;;12.0;57.0;CO;SEDANG
14/12/2013;39.0;;38.0;;9.0;39.0;PM10;BAIK
15/12/2013;64.0;;66.0;77.0;;77.0;O3;SEDANG
16/12/2013;43.0;2.0;41.0;88.0;21.0;88.0;O3;SEDANG
17/12/2013;38.0;2.0;39.0;65.0;21.0;65.0;O3;SEDANG
18/12/2013;71.0;4.0;43.0;61.0;20.0;71.0;PM10;SEDANG
19/12/2013;61.0;5.0;32.0;79.0;17.0;79.0;O3;SEDANG
20/12/2013;;3.0;50.0;58.0;12.0;58.0;O3;SEDANG
21/12/2013;;4.0;50.0;34.0;9.0;50.0;CO;BAIK
22/12/2013;;4.0;50.0;34.0;9.0;50.0;CO;BAIK
23/12/2013;;4.0;50.0;40.0;10.0;50.0;CO;BAIK
24/12/2013;40.0;4.0;32.0;43.0;10.0;43.0;O3;BAIK
25/12/2013;57.0;9.0;32.0;63.0;12.0;63.0;O3;SEDANG
26/12/2013;57.0;5.0;21.0;61.0;12.0;61.0;O3;SEDANG
27/12/2013;63.0;4.0;33.0;52.0;15.0;63.0;PM10;SEDANG
28/12/2013;61.0;7.0;28.0;51.0;11.0;61.0;PM10;SEDANG
29/12/2013;50.0;4.0;21.0;55.0;12.0;55.0;O3;SEDANG
30/12/2013;41.0;4.0;26.0;53.0;12.0;53.0;O3;SEDANG
31/12/2013;28.0;2.0;26.0;52.0;13.0;52.0;O3;SEDANG
01/01/2014;77.0;3.0;39.0;54.0;13.0;77.0;PM10;SEDANG
02/01/2014;55.0;4.0;29.0;58.0;12.0;58.0;O3;SEDANG
03/01/2014;60.0;5.0;40.0;68.0;13.0;68.0;O3;SEDANG
04/01/2014;55.0;7.0;30.0;56.0;14.0;56.0;O3;SEDANG
05/01/2014;39.0;4.0;18.0;48.0;10.0;48.0;O3;BAIK
06/01/2014;27.0;2.0;18.0;45.0;6.0;45.0;O3;BAIK
07/01/2014;40.0;5.0;27.0;52.0;13.0;52.0;O3;SEDANG
08/01/2014;51.0;3.0;31.0;57.0;12.0;57.0;O3;SEDANG
09/01/2014;50.0;5.0;39.0;41.0;10.0;50.0;PM10;BAIK
10/01/2014;39.0;3.0;24.0;56.0;10.0;56.0;O3;SEDANG
11/01/2014;51.0;4.0;28.0;75.0;21.0;75.0;O3;SEDANG
12/01/2014;44.0;1.0;25.0;71.0;13.0;71.0;O3;SEDANG
13/01/2014;40.0;6.0;39.0;54.0;15.0;54.0;O3;SEDANG
14/01/2014;54.0;9.0;36.0;53.0;16.0;54.0;PM10;SEDANG
15/01/2014;46.0;3.0;29.0;54.0;10.0;54.0;O3;SEDANG
16/01/2014;50.0;4.0;39.0;46.0;14.0;50.0;PM10;BAIK
17/01/2014;51.0;2.0;33.0;56.0;18.0;56.0;O3;SEDANG
18/01/2014;39.0;1.0;25.0;55.0;15.0;55.0;O3;SEDANG
19/01/2014;38.0;1.0;26.0;57.0;15.0;57.0;O3;SEDANG
20/01/2014;54.0;2.0;23.0;53.0;13.0;54.0;PM10;SEDANG
21/01/2014;44.0;2.0;28.0;52.0;15.0;52.0;O3;SEDANG
22/01/2014;59.0;7.0;29.0;51.0;15.0;59.0;PM10;SEDANG
23/01/2014;48.0;2.0;26.0;53.0;15.0;53.0;O3;SEDANG
24/01/2014;59.0;4.0;41.0;50.0;17.0;59.0;PM10;SEDANG
25/01/2014;53.0;2.0;23.0;53.0;15.0;53.0;PM10;SEDANG
26/01/2014;60.0;3.0;32.0;56.0;12.0;60.0;PM10;SEDANG
27/01/2014;65.0;2.0;29.0;51.0;13.0;65.0;PM10;SEDANG
28/01/2014;;1.0;26.0;52.0;11.0;52.0;O3;SEDANG
29/01/2014;;1.0;25.0;49.0;12.0;49.0;O3;BAIK
30/01/2014;;2.0;24.0;42.0;10.0;42.0;O3;BAIK
31/01/2014;;1.0;23.0;46.0;10.0;46.0;O3;BAIK
01/02/2014;;1.0;23.0;48.0;12.0;48.0;O3;BAIK
02/02/2014;;4.0;15.0;39.0;12.0;39.0;O3;BAIK
03/02/2014;;4.0;30.0;34.0;15.0;34.0;O3;BAIK
04/02/2014;;3.0;32.0;46.0;16.0;46.0;O3;BAIK
05/02/2014;;2.0;37.0;53.0;16.0;53.0;O3;SEDANG
06/02/2014;51.0;2.0;40.0;48.0;17.0;51.0;PM10;SEDANG
07/02/2014;56.0;4.0;35.0;47.0;13.0;56.0;PM10;SEDANG
08/02/2014;47.0;5.0;30.0;46.0;15.0;47.0;PM10;BAIK
09/02/2014;55.0;2.0;56.0;54.0;20.0;56.0;CO;SEDANG
10/02/2014;46.0;3.0;36.0;47.0;20.0;47.0;O3;BAIK
11/02/2014;57.0;5.0;32.0;53.0;15.0;57.0;PM10;SEDANG
12/02/2014;58.0;2.0;28.0;57.0;11.0;58.0;PM10;SEDANG
13/02/2014;67.0;5.0;31.0;49.0;15.0;67.0;PM10;SEDANG
14/02/2014;58.0;5.0;28.0;45.0;18.0;58.0;PM10;SEDANG
15/02/2014;59.0;5.0;29.0;43.0;13.0;59.0;PM10;SEDANG
16/02/2014;73.0;13.0;47.0;42.0;14.0;73.0;PM10;SEDANG
17/02/2014;87.0;7.0;42.0;54.0;25.0;87.0;PM10;SEDANG
18/02/2014;;4.0;38.0;41.0;16.0;41.0;O3;BAIK
19/02/2014;75.0;7.0;37.0;48.0;16.0;75.0;PM10;SEDANG
20/02/2014;77.0;7.0;35.0;59.0;21.0;77.0;PM10;SEDANG
21/02/2014;46.0;8.0;29.0;55.0;13.0;55.0;O3;SEDANG
22/02/2014;46.0;6.0;32.0;43.0;12.0;46.0;PM10;BAIK
23/02/2014;34.0;4.0;34.0;41.0;13.0;41.0;O3;BAIK
24/02/2014;44.0;4.0;38.0;41.0;17.0;44.0;PM10;BAIK
25/02/2014;54.0;5.0;43.0;53.0;25.0;54.0;PM10;SEDANG
26/02/2014;52.0;5.0;43.0;39.0;17.0;52.0;PM10;SEDANG
27/02/2014;63.0;4.0;57.0;53.0;28.0;63.0;PM10;SEDANG
28/02/2014;94.0;7.0;90.0;49.0;34.0;94.0;PM10;SEDANG
01/03/2014;72.0;5.0;36.0;47.0;16.0;72.0;PM10;SEDANG
02/03/2014;59.0;3.0;26.0;70.0;12.0;70.0;O3;SEDANG
03/03/2014;61.0;8.0;33.0;71.0;20.0;71.0;O3;SEDANG
04/03/2014;59.0;8.0;30.0;60.0;17.0;60.0;O3;SEDANG
05/03/2014;65.0;6.0;31.0;60.0;16.0;65.0;PM10;SEDANG
06/03/2014;88.0;10.0;42.0;101.0;26.0;101.0;O3;TIDAK SEHAT
07/03/2014;77.0;6.0;38.0;70.0;26.0;77.0;PM10;SEDANG
08/03/2014;72.0;6.0;30.0;58.0;23.0;72.0;PM10;SEDANG
09/03/2014;78.0;5.0;45.0;60.0;16.0;78.0;PM10;SEDANG
10/03/2014;68.0;3.0;40.0;63.0;22.0;68.0;PM10;SEDANG
11/03/2014;83.0;5.0;49.0;50.0;21.0;83.0;PM10;SEDANG
12/03/2014;61.0;6.0;51.0;47.0;20.0;61.0;PM10;SEDANG
13/03/2014;85.0;7.0;62.0;60.0;26.0;85.0;PM10;SEDANG
14/03/2014;69.0;7.0;36.0;63.0;22.0;69.0;PM10;SEDANG
15/03/2014;86.0;12.0;67.0;63.0;27.0;86.0;PM10;SEDANG
16/03/2014;80.0;4.0;50.0;58.0;14.0;80.0;PM10;SEDANG
17/03/2014;80.0;4.0;45.0;84.0;26.0;84.0;O3;SEDANG
18/03/2014;77.0;7.0;52.0;71.0;22.0;77.0;PM10;SEDANG
19/03/2014;66.0;10.0;36.0;70.0;18.0;70.0;O3;SEDANG
20/03/2014;80.0;11.0;48.0;107.0;27.0;107.0;O3;TIDAK SEHAT
21/03/2014;58.0;7.0;40.0;63.0;15.0;63.0;O3;SEDANG
22/03/2014;51.0;7.0;29.0;42.0;14.0;51.0;PM10;SEDANG
23/03/2014;44.0;4.0;21.0;51.0;11.0;51.0;O3;SEDANG
24/03/2014;68.0;4.0;49.0;54.0;14.0;68.0;PM10;SEDANG
25/03/2014;54.0;4.0;25.0;52.0;12.0;54.0;PM10;SEDANG
26/03/2014;;4.0;33.0;60.0;19.0;60.0;O3;SEDANG
27/03/2014;;10.0;70.0;61.0;31.0;70.0;CO;SEDANG
28/03/2014;68.0;7.0;35.0;78.0;23.0;78.0;O3;SEDANG
29/03/2014;54.0;6.0;30.0;70.0;16.0;70.0;O3;SEDANG
30/03/2014;53.0;6.0;23.0;62.0;14.0;62.0;O3;SEDANG
31/03/2014;57.0;7.0;22.0;53.0;8.0;57.0;PM10;SEDANG
01/04/2014;64.0;9.0;37.0;59.0;14.0;64.0;PM10;SEDANG
02/04/2014;55.0;7.0;28.0;54.0;17.0;55.0;PM10;SEDANG
03/04/2014;57.0;8.0;40.0;86.0;20.0;86.0;O3;SEDANG
04/04/2014;65.0;5.0;37.0;66.0;20.0;66.0;O3;SEDANG
05/04/2014;71.0;25.0;72.0;78.0;20.0;78.0;O3;SEDANG
06/04/2014;39.0;13.0;20.0;56.0;12.0;56.0;O3;SEDANG
07/04/2014;42.0;17.0;30.0;57.0;17.0;57.0;O3;SEDANG
08/04/2014;54.0;21.0;47.0;55.0;11.0;55.0;O3;SEDANG
09/04/2014;25.0;11.0;21.0;51.0;9.0;51.0;O3;SEDANG
10/04/2014;39.0;14.0;25.0;46.0;12.0;46.0;O3;BAIK
11/04/2014;51.0;17.0;27.0;50.0;13.0;51.0;PM10;SEDANG
12/04/2014;65.0;22.0;62.0;58.0;21.0;65.0;PM10;SEDANG
13/04/2014;45.0;18.0;21.0;54.0;15.0;54.0;O3;SEDANG
14/04/2014;40.0;15.0;30.0;48.0;10.0;48.0;O3;BAIK
15/04/2014;36.0;16.0;28.0;47.0;14.0;47.0;O3;BAIK
16/04/2014;41.0;17.0;36.0;58.0;20.0;58.0;O3;SEDANG
17/04/2014;66.0;24.0;40.0;88.0;21.0;88.0;O3;SEDANG
18/04/2014;66.0;25.0;48.0;94.0;16.0;94.0;O3;SEDANG
19/04/2014;64.0;16.0;30.0;66.0;14.0;66.0;O3;SEDANG
20/04/2014;34.0;18.0;46.0;42.0;15.0;46.0;CO;BAIK
21/04/2014;51.0;14.0;25.0;48.0;14.0;51.0;PM10;SEDANG
22/04/2014;27.0;11.0;20.0;43.0;9.0;43.0;O3;BAIK
23/04/2014;60.0;25.0;48.0;64.0;13.0;64.0;O3;SEDANG
24/04/2014;43.0;17.0;30.0;41.0;11.0;43.0;PM10;BAIK
25/04/2014;29.0;17.0;21.0;56.0;9.0;56.0;O3;SEDANG
26/04/2014;40.0;6.0;22.0;51.0;12.0;51.0;O3;SEDANG
27/04/2014;45.0;5.0;23.0;62.0;12.0;62.0;O3;SEDANG
28/04/2014;52.0;5.0;35.0;87.0;21.0;87.0;O3;SEDANG
29/04/2014;54.0;5.0;34.0;86.0;27.0;86.0;O3;SEDANG
30/04/2014;56.0;5.0;35.0;85.0;29.0;85.0;O3;SEDANG
01/05/2014;60.0;8.0;40.0;69.0;18.0;69.0;O3;SEDANG
02/05/2014;77.0;8.0;38.0;69.0;28.0;77.0;PM10;SEDANG
03/05/2014;76.0;6.0;60.0;;39.0;76.0;PM10;SEDANG
04/05/2014;51.0;9.0;22.0;54.0;12.0;54.0;O3;SEDANG
05/05/2014;50.0;8.0;27.0;53.0;14.0;53.0;O3;SEDANG
06/05/2014;55.0;8.0;28.0;55.0;13.0;55.0;PM10;SEDANG
07/05/2014;48.0;6.0;26.0;66.0;19.0;66.0;O3;SEDANG
08/05/2014;63.0;6.0;36.0;62.0;18.0;63.0;PM10;SEDANG
09/05/2014;44.0;7.0;30.0;78.0;31.0;78.0;O3;SEDANG
10/05/2014;56.0;7.0;34.0;55.0;21.0;56.0;PM10;SEDANG
11/05/2014;56.0;4.0;23.0;74.0;20.0;74.0;O3;SEDANG
12/05/2014;61.0;4.0;44.0;67.0;20.0;67.0;O3;SEDANG
13/05/2014;68.0;5.0;36.0;100.0;20.0;100.0;O3;SEDANG
14/05/2014;52.0;6.0;37.0;69.0;24.0;69.0;O3;SEDANG
15/05/2014;54.0;9.0;32.0;70.0;19.0;70.0;O3;SEDANG
16/05/2014;57.0;10.0;37.0;45.0;21.0;57.0;PM10;SEDANG
17/05/2014;51.0;9.0;28.0;42.0;12.0;51.0;PM10;SEDANG
18/05/2014;54.0;8.0;28.0;84.0;17.0;84.0;O3;SEDANG
19/05/2014;65.0;8.0;38.0;74.0;27.0;74.0;O3;SEDANG
20/05/2014;68.0;8.0;36.0;59.0;21.0;68.0;PM10;SEDANG
21/05/2014;63.0;8.0;41.0;60.0;16.0;63.0;PM10;SEDANG
22/05/2014;45.0;7.0;30.0;42.0;14.0;45.0;PM10;BAIK
23/05/2014;47.0;7.0;39.0;49.0;20.0;49.0;O3;BAIK
24/05/2014;60.0;7.0;42.0;51.0;18.0;60.0;PM10;SEDANG
25/05/2014;61.0;7.0;30.0;43.0;12.0;61.0;PM10;SEDANG
26/05/2014;;7.0;26.0;39.0;13.0;39.0;O3;BAIK
27/05/2014;;8.0;53.0;96.0;20.0;96.0;O3;SEDANG
28/05/2014;;6.0;37.0;76.0;26.0;76.0;O3;SEDANG
29/05/2014;50.0;7.0;35.0;44.0;14.0;50.0;PM10;BAIK
30/05/2014;58.0;10.0;31.0;54.0;19.0;58.0;PM10;SEDANG
31/05/2014;62.0;7.0;43.0;52.0;21.0;62.0;PM10;SEDANG
01/06/2014;67.0;6.0;55.0;64.0;21.0;67.0;PM10;SEDANG
02/06/2014;52.0;11.0;26.0;42.0;16.0;52.0;PM10;SEDANG
03/06/2014;58.0;11.0;28.0;37.0;18.0;58.0;PM10;SEDANG
04/06/2014;56.0;9.0;32.0;51.0;16.0;56.0;PM10;SEDANG
05/06/2014;51.0;10.0;36.0;61.0;22.0;61.0;O3;SEDANG
06/06/2014;65.0;9.0;42.0;43.0;26.0;65.0;PM10;SEDANG
07/06/2014;61.0;13.0;32.0;52.0;17.0;61.0;PM10;SEDANG
08/06/2014;59.0;11.0;27.0;46.0;13.0;59.0;PM10;SEDANG
09/06/2014;52.0;10.0;27.0;43.0;14.0;52.0;PM10;SEDANG
10/06/2014;38.0;7.0;26.0;57.0;18.0;57.0;O3;SEDANG
11/06/2014;64.0;5.0;43.0;96.0;22.0;96.0;O3;SEDANG
12/06/2014;63.0;5.0;37.0;145.0;20.0;145.0;O3;TIDAK SEHAT
13/06/2014;34.0;6.0;39.0;116.0;28.0;116.0;O3;TIDAK SEHAT
14/06/2014;71.0;9.0;65.0;46.0;24.0;71.0;PM10;SEDANG
15/06/2014;53.0;6.0;34.0;51.0;16.0;53.0;PM10;SEDANG
16/06/2014;58.0;9.0;43.0;63.0;21.0;63.0;O3;SEDANG
17/06/2014;43.0;8.0;35.0;62.0;17.0;62.0;O3;SEDANG
18/06/2014;54.0;10.0;29.0;45.0;17.0;54.0;PM10;SEDANG
19/06/2014;40.0;10.0;31.0;56.0;18.0;56.0;O3;SEDANG
20/06/2014;61.0;10.0;31.0;40.0;14.0;61.0;PM10;SEDANG
21/06/2014;53.0;9.0;23.0;46.0;11.0;53.0;PM10;SEDANG
22/06/2014;84.0;8.0;69.0;79.0;26.0;84.0;PM10;SEDANG
23/06/2014;60.0;9.0;34.0;52.0;14.0;60.0;PM10;SEDANG
24/06/2014;55.0;8.0;24.0;47.0;13.0;55.0;PM10;SEDANG
25/06/2014;55.0;9.0;24.0;46.0;14.0;55.0;PM10;SEDANG
26/06/2014;54.0;8.0;35.0;29.0;24.0;54.0;PM10;SEDANG
27/06/2014;92.0;11.0;52.0;52.0;22.0;92.0;PM10;SEDANG
28/06/2014;53.0;7.0;31.0;57.0;17.0;57.0;O3;SEDANG
29/06/2014;73.0;11.0;26.0;66.0;19.0;73.0;PM10;SEDANG
30/06/2014;56.0;8.0;34.0;75.0;22.0;75.0;O3;SEDANG
01/07/2014;55.0;11.0;32.0;52.0;16.0;55.0;PM10;SEDANG
02/07/2014;57.0;12.0;28.0;45.0;23.0;57.0;PM10;SEDANG
03/07/2014;85.0;10.0;51.0;55.0;29.0;85.0;PM10;SEDANG
04/07/2014;69.0;15.0;36.0;41.0;18.0;69.0;PM10;SEDANG
05/07/2014;53.0;9.0;27.0;45.0;22.0;53.0;PM10;SEDANG
06/07/2014;45.0;7.0;21.0;44.0;13.0;45.0;PM10;BAIK
07/07/2014;47.0;8.0;43.0;40.0;24.0;47.0;PM10;BAIK
08/07/2014;56.0;10.0;38.0;42.0;25.0;56.0;PM10;SEDANG
09/07/2014;74.0;11.0;58.0;31.0;29.0;74.0;PM10;SEDANG
10/07/2014;43.0;8.0;29.0;70.0;15.0;70.0;O3;SEDANG
11/07/2014;56.0;11.0;24.0;41.0;13.0;56.0;PM10;SEDANG
12/07/2014;57.0;8.0;35.0;49.0;20.0;57.0;PM10;SEDANG
13/07/2014;69.0;6.0;52.0;41.0;18.0;69.0;PM10;SEDANG
14/07/2014;50.0;8.0;33.0;45.0;17.0;50.0;PM10;BAIK
15/07/2014;55.0;10.0;30.0;41.0;19.0;55.0;PM10;SEDANG
16/07/2014;44.0;7.0;45.0;56.0;21.0;56.0;O3;SEDANG
17/07/2014;57.0;6.0;37.0;62.0;21.0;62.0;O3;SEDANG
18/07/2014;62.0;8.0;36.0;55.0;21.0;62.0;PM10;SEDANG
19/07/2014;52.0;10.0;30.0;62.0;24.0;62.0;O3;SEDANG
20/07/2014;54.0;8.0;39.0;50.0;13.0;54.0;PM10;SEDANG
21/07/2014;50.0;7.0;38.0;49.0;21.0;50.0;PM10;BAIK
22/07/2014;51.0;7.0;32.0;78.0;18.0;78.0;O3;SEDANG
23/07/2014;37.0;6.0;27.0;57.0;16.0;57.0;O3;SEDANG
24/07/2014;50.0;10.0;29.0;57.0;19.0;57.0;O3;SEDANG
25/07/2014;60.0;6.0;43.0;47.0;16.0;60.0;PM10;SEDANG
26/07/2014;48.0;6.0;27.0;47.0;14.0;48.0;PM10;BAIK
27/07/2014;33.0;5.0;26.0;60.0;11.0;60.0;O3;SEDANG
28/07/2014;60.0;6.0;39.0;71.0;13.0;71.0;O3;SEDANG
29/07/2014;24.0;7.0;13.0;41.0;11.0;41.0;O3;BAIK
30/07/2014;33.0;8.0;12.0;52.0;11.0;52.0;O3;SEDANG
31/07/2014;30.0;7.0;13.0;64.0;9.0;64.0;O3;SEDANG
01/08/2014;40.0;9.0;12.0;64.0;10.0;64.0;O3;SEDANG
02/08/2014;37.0;10.0;13.0;60.0;12.0;60.0;O3;SEDANG
03/08/2014;52.0;8.0;19.0;57.0;11.0;57.0;O3;SEDANG
04/08/2014;42.0;8.0;21.0;48.0;12.0;48.0;O3;BAIK
05/08/2014;44.0;10.0;17.0;43.0;11.0;44.0;PM10;BAIK
06/08/2014;39.0;11.0;14.0;39.0;7.0;39.0;PM10;BAIK
07/08/2014;45.0;10.0;21.0;49.0;11.0;49.0;O3;BAIK
08/08/2014;55.0;10.0;27.0;60.0;14.0;60.0;O3;SEDANG
09/08/2014;56.0;10.0;24.0;67.0;15.0;67.0;O3;SEDANG
10/08/2014;52.0;11.0;16.0;61.0;18.0;61.0;O3;SEDANG
11/08/2014;52.0;11.0;26.0;49.0;14.0;52.0;PM10;SEDANG
12/08/2014;;12.0;34.0;59.0;18.0;59.0;O3;SEDANG
13/08/2014;50.0;11.0;32.0;44.0;17.0;50.0;PM10;BAIK
14/08/2014;57.0;13.0;24.0;49.0;13.0;57.0;PM10;SEDANG
15/08/2014;55.0;11.0;30.0;61.0;19.0;61.0;O3;SEDANG
16/08/2014;42.0;9.0;26.0;51.0;15.0;51.0;O3;SEDANG
17/08/2014;43.0;10.0;19.0;50.0;16.0;50.0;O3;BAIK
18/08/2014;51.0;11.0;23.0;60.0;13.0;60.0;O3;SEDANG
19/08/2014;53.0;14.0;25.0;50.0;18.0;53.0;PM10;SEDANG
20/08/2014;56.0;12.0;31.0;72.0;20.0;72.0;O3;SEDANG
21/08/2014;63.0;12.0;28.0;68.0;18.0;68.0;O3;SEDANG
22/08/2014;53.0;10.0;25.0;47.0;20.0;53.0;PM10;SEDANG
23/08/2014;51.0;13.0;18.0;62.0;13.0;62.0;O3;SEDANG
24/08/2014;49.0;9.0;15.0;62.0;8.0;62.0;O3;SEDANG
25/08/2014;41.0;9.0;30.0;68.0;25.0;68.0;O3;SEDANG
26/08/2014;44.0;13.0;31.0;65.0;17.0;65.0;O3;SEDANG
27/08/2014;55.0;12.0;26.0;45.0;18.0;55.0;PM10;SEDANG
28/08/2014;49.0;12.0;24.0;49.0;14.0;49.0;PM10;BAIK
29/08/2014;52.0;11.0;27.0;55.0;17.0;55.0;O3;SEDANG
30/08/2014;58.0;9.0;27.0;44.0;18.0;58.0;PM10;SEDANG
31/08/2014;55.0;10.0;17.0;54.0;14.0;55.0;PM10;SEDANG
01/09/2014;50.0;11.0;20.0;50.0;15.0;50.0;PM10;BAIK
02/09/2014;44.0;11.0;27.0;56.0;17.0;56.0;O3;SEDANG
03/09/2014;58.0;12.0;26.0;68.0;18.0;68.0;O3;SEDANG
04/09/2014;59.0;10.0;29.0;69.0;18.0;69.0;O3;SEDANG
05/09/2014;52.0;10.0;32.0;66.0;25.0;66.0;O3;SEDANG
06/09/2014;51.0;10.0;30.0;94.0;18.0;94.0;O3;SEDANG
07/09/2014;57.0;10.0;27.0;67.0;18.0;67.0;O3;SEDANG
08/09/2014;54.0;11.0;27.0;55.0;21.0;55.0;O3;SEDANG
09/09/2014;59.0;12.0;28.0;48.0;20.0;59.0;PM10;SEDANG
10/09/2014;;12.0;26.0;68.0;21.0;68.0;O3;SEDANG
11/09/2014;;11.0;25.0;50.0;17.0;50.0;O3;BAIK
12/09/2014;;13.0;24.0;54.0;22.0;54.0;O3;SEDANG
13/09/2014;;13.0;22.0;56.0;20.0;56.0;O3;SEDANG
14/09/2014;;11.0;15.0;57.0;19.0;57.0;O3;SEDANG
15/09/2014;;11.0;27.0;84.0;22.0;84.0;O3;SEDANG
16/09/2014;55.0;11.0;26.0;83.0;24.0;83.0;O3;SEDANG
17/09/2014;56.0;13.0;21.0;49.0;15.0;56.0;PM10;SEDANG
18/09/2014;52.0;11.0;24.0;45.0;14.0;52.0;PM10;SEDANG
19/09/2014;51.0;12.0;21.0;39.0;13.0;51.0;PM10;SEDANG
20/09/2014;45.0;11.0;18.0;38.0;15.0;45.0;PM10;BAIK
21/09/2014;63.0;9.0;38.0;72.0;18.0;72.0;O3;SEDANG
22/09/2014;58.0;9.0;31.0;47.0;19.0;58.0;PM10;SEDANG
23/09/2014;50.0;10.0;26.0;37.0;16.0;50.0;PM10;BAIK
24/09/2014;43.0;11.0;20.0;41.0;16.0;43.0;PM10;BAIK
25/09/2014;59.0;13.0;28.0;74.0;24.0;74.0;O3;SEDANG
26/09/2014;58.0;12.0;28.0;56.0;22.0;58.0;PM10;SEDANG
27/09/2014;58.0;13.0;24.0;48.0;20.0;58.0;PM10;SEDANG
28/09/2014;63.0;13.0;32.0;63.0;20.0;63.0;PM10;SEDANG
29/09/2014;56.0;12.0;28.0;51.0;17.0;56.0;PM10;SEDANG
30/09/2014;53.0;16.0;31.0;45.0;24.0;53.0;PM10;SEDANG
01/10/2014;55.0;13.0;26.0;38.0;20.0;55.0;PM10;SEDANG
02/10/2014;51.0;12.0;30.0;45.0;18.0;51.0;PM10;SEDANG
03/10/2014;53.0;13.0;27.0;49.0;18.0;53.0;PM10;SEDANG
04/10/2014;;;;;;0.0;;TIDAK ADA DATA
05/10/2014;;;;;;0.0;;TIDAK ADA DATA
06/10/2014;;;;;;0.0;;TIDAK ADA DATA
07/10/2014;;;;;;0.0;;TIDAK ADA DATA
08/10/2014;;;;;;0.0;;TIDAK ADA DATA
09/10/2014;;;;;;0.0;;TIDAK ADA DATA
10/10/2014;45.0;14.0;22.0;51.0;22.0;51.0;O3;SEDANG
11/10/2014;56.0;16.0;30.0;78.0;23.0;78.0;O3;SEDANG
12/10/2014;55.0;14.0;28.0;75.0;18.0;75.0;O3;SEDANG
13/10/2014;62.0;11.0;33.0;67.0;16.0;67.0;O3;SEDANG
14/10/2014;54.0;9.0;26.0;36.0;15.0;54.0;PM10;SEDANG
15/10/2014;;;;;;0.0;;TIDAK ADA DATA
16/10/2014;63.0;9.0;35.0;59.0;24.0;63.0;PM10;SEDANG
17/10/2014;58.0;11.0;27.0;52.0;16.0;58.0;PM10;SEDANG
18/10/2014;51.0;11.0;27.0;48.0;20.0;51.0;PM10;SEDANG
19/10/2014;46.0;11.0;34.0;54.0;19.0;54.0;O3;SEDANG
20/10/2014;43.0;13.0;21.0;57.0;18.0;57.0;O3;SEDANG
21/10/2014;45.0;11.0;22.0;52.0;16.0;52.0;O3;SEDANG
22/10/2014;50.0;13.0;23.0;46.0;22.0;50.0;PM10;BAIK
23/10/2014;52.0;13.0;27.0;62.0;27.0;62.0;O3;SEDANG
24/10/2014;52.0;9.0;27.0;55.0;21.0;55.0;O3;SEDANG
25/10/2014;57.0;13.0;30.0;52.0;16.0;57.0;PM10;SEDANG
26/10/2014;52.0;10.0;36.0;72.0;15.0;72.0;O3;SEDANG
27/10/2014;48.0;9.0;32.0;62.0;24.0;62.0;O3;SEDANG
28/10/2014;41.0;10.0;27.0;70.0;20.0;70.0;O3;SEDANG
29/10/2014;43.0;12.0;25.0;57.0;19.0;57.0;O3;SEDANG
30/10/2014;48.0;9.0;27.0;44.0;18.0;48.0;PM10;BAIK
31/10/2014;52.0;11.0;26.0;49.0;19.0;52.0;PM10;SEDANG
01/11/2014;33.0;9.0;22.0;69.0;21.0;69.0;O3;SEDANG
02/11/2014;46.0;9.0;32.0;84.0;19.0;84.0;O3;SEDANG
03/11/2014;44.0;11.0;25.0;71.0;21.0;71.0;O3;SEDANG
04/11/2014;36.0;12.0;28.0;64.0;23.0;64.0;O3;SEDANG
05/11/2014;30.0;10.0;27.0;51.0;22.0;51.0;O3;SEDANG
06/11/2014;51.0;11.0;31.0;59.0;20.0;59.0;O3;SEDANG
