,tanggal,pm10,so2,co,o3,no2,max,critical,categori
2327,2016-05-16,32.0,29.0,31.0,15.0,4.0,32.0,PM10,BAIK
2328,2016-05-17,77.0,29.0,33.0,21.0,5.0,77.0,PM10,SEDANG
2329,2016-05-18,76.0,30.0,41.0,15.0,3.0,76.0,PM10,SEDANG
2330,2016-05-19,58.0,29.0,31.0,22.0,4.0,58.0,PM10,SEDANG
2331,2016-05-20,61.0,29.0,30.0,24.0,6.0,61.0,PM10,SEDANG
2332,2016-05-21,38.0,28.0,29.0,21.0,5.0,38.0,PM10,BAIK
2333,2016-05-22,61.0,28.0,29.0,29.0,3.0,61.0,PM10,SEDANG
2334,2016-05-23,53.0,28.0,27.0,29.0,4.0,53.0,PM10,SEDANG
2335,2016-05-24,64.0,28.0,34.0,27.0,4.0,64.0,PM10,SEDANG
2336,2016-05-25,45.0,28.0,32.0,12.0,3.0,45.0,PM10,BAIK
2337,2016-05-26,61.0,29.0,34.0,13.0,4.0,61.0,PM10,SEDANG
2338,2016-05-27,84.0,29.0,40.0,17.0,3.5,84.0,PM10,SEDANG
2339,2016-05-28,90.0,29.0,41.0,21.0,3.0,90.0,PM10,SEDANG
2340,2016-05-29,44.0,28.0,27.0,14.0,2.0,44.0,PM10,BAIK
2341,2016-05-30,65.0,29.0,35.0,18.0,4.0,65.0,PM10,SEDANG
2342,2016-05-31,65.0,29.0,31.0,31.0,4.0,65.0,PM10,SEDANG
2343,2016-06-01,69.0,19.0,26.666666666666668,19.0,4.0,69.0,PM10,SEDANG
2344,2016-06-02,65.0,45.0,35.0,59.0,3.0,65.0,PM10,SEDANG
2345,2016-06-03,62.0,26.0,33.0,43.0,2.0,62.0,PM10,SEDANG
2346,2016-06-04,46.0,27.0,28.0,22.0,3.0,46.0,PM10,BAIK
2347,2016-06-05,81.0,29.0,46.0,26.0,5.0,81.0,PM10,SEDANG
2348,2016-06-06,84.0,28.0,36.0,35.0,4.0,84.0,PM10,SEDANG
2349,2016-06-07,50.0,28.0,37.0,24.0,3.0,50.0,PM10,BAIK
2350,2016-06-08,58.0,30.0,27.0,25.0,4.0,58.0,PM10,SEDANG
2351,2016-06-09,57.2,30.0,30.0,19.0,3.0,30.0,SO2,BAIK
2352,2016-06-10,52.0,30.0,31.0,26.0,5.0,52.0,PM10,SEDANG
2353,2016-06-11,104.0,32.0,42.0,46.0,5.0,104.0,PM10,TIDAK SEHAT
2354,2016-06-12,28.0,31.0,19.0,12.0,1.0,31.0,SO2,BAIK
2355,2016-06-13,64.0,28.0,30.0,23.0,5.0,64.0,PM10,SEDANG
2356,2016-06-14,62.0,29.0,29.0,33.0,4.0,62.0,PM10,SEDANG
2357,2016-06-15,66.0,29.0,32.0,20.0,3.0,66.0,PM10,SEDANG
2358,2016-06-16,60.0,31.0,29.0,20.0,2.0,60.0,PM10,SEDANG
2359,2016-06-17,54.0,29.0,27.0,18.0,2.0,54.0,PM10,SEDANG
2360,2016-06-18,37.0,29.0,33.0,16.0,2.0,37.0,PM10,BAIK
2361,2016-06-19,62.0,29.0,36.0,29.0,4.0,62.0,PM10,SEDANG
2362,2016-06-20,69.0,30.0,36.0,25.0,4.0,69.0,PM10,SEDANG
2363,2016-06-21,62.0,30.0,33.0,53.0,6.0,53.0,O3,SEDANG
2364,2016-06-22,55.0,28.0,31.0,29.0,4.0,55.0,PM10,SEDANG
2365,2016-06-23,53.0,28.0,26.0,26.0,4.0,53.0,PM10,SEDANG
2366,2016-06-24,56.0,28.5,33.5,28.5,4.0,56.0,pm10,SEDANG
2367,2016-06-25,59.0,29.0,41.0,31.0,4.0,59.0,PM10,SEDANG
2368,2016-06-26,83.0,29.0,32.0,25.0,3.0,83.0,PM10,SEDANG
2369,2016-06-27,62.0,29.0,32.0,22.0,4.0,62.0,PM10,SEDANG
2370,2016-06-28,68.0,30.0,28.0,17.0,4.0,68.0,PM10,SEDANG
2371,2016-06-29,63.0,30.0,30.0,31.0,4.0,63.0,PM10,SEDANG
2372,2016-06-30,58.0,28.0,30.0,21.0,5.0,58.0,PM10,SEDANG
2373,2016-07-01,58.0,19.0,26.6,25.0,3.0,58.0,PM10,SEDANG
2374,2016-07-02,52.0,39.0,38.0,59.0,2.0,59.0,O3,SEDANG
2375,2016-07-03,36.0,26.0,29.0,44.0,4.0,44.0,O3,BAIK
2376,2016-07-04,54.0,27.0,28.0,16.0,3.0,54.0,PM10,SEDANG
2377,2016-07-05,59.0,28.0,28.0,21.0,3.0,59.0,PM10,SEDANG
2378,2016-07-06,72.0,28.0,39.0,19.0,4.0,72.0,PM10,SEDANG
2379,2016-07-07,39.0,28.0,18.0,26.0,1.0,39.0,PM10,BAIK
2380,2016-07-08,46.0,30.0,21.0,36.0,3.0,46.0,PM10,BAIK
2381,2016-07-09,55.0,29.0,27.0,20.0,3.0,55.0,PM10,SEDANG
2382,2016-07-10,61.0,30.0,25.0,41.0,5.0,61.0,PM10,SEDANG
2383,2016-07-11,61.0,31.0,31.0,55.0,5.0,61.0,PM10,SEDANG
2384,2016-07-12,39.0,31.0,20.0,16.0,2.0,39.0,PM10,BAIK
2385,2016-07-13,63.0,29.0,32.0,27.0,4.0,63.0,PM10,SEDANG
2386,2016-07-14,63.0,31.0,35.0,18.0,4.0,63.0,PM10,SEDANG
2387,2016-07-15,49.0,32.0,26.0,12.0,1.0,49.0,PM10,BAIK
2388,2016-07-16,51.0,28.0,24.0,22.0,2.0,51.0,PM10,SEDANG
2389,2016-07-17,65.0,28.0,39.0,23.0,2.0,65.0,PM10,SEDANG
2390,2016-07-18,53.0,28.0,34.0,25.0,3.0,53.0,PM10,SEDANG
2391,2016-07-19,63.0,28.0,31.0,24.0,5.0,63.0,PM10,SEDANG
2392,2016-07-20,51.0,28.0,30.0,22.0,3.0,51.0,PM10,SEDANG
2393,2016-07-21,58.0,29.0,29.0,31.0,4.0,58.0,PM10,SEDANG
2394,2016-07-22,58.0,29.0,29.0,19.0,3.0,58.0,PM10,SEDANG
2395,2016-07-23,80.0,29.0,32.0,25.0,3.0,80.0,PM10,SEDANG
2396,2016-07-24,69.0,29.0,32.0,29.0,3.0,69.0,PM10,SEDANG
2397,2016-07-25,39.0,28.0,22.0,28.0,4.0,39.0,PM10,BAIK
2398,2016-07-26,64.0,29.0,30.0,42.0,4.0,64.0,PM10,SEDANG
2399,2016-07-27,57.0,30.0,27.0,27.0,5.0,57.0,PM10,SEDANG
2400,2016-07-28,59.0,30.0,26.0,18.0,3.0,59.0,PM10,SEDANG
2401,2016-07-29,58.0,30.0,26.0,31.0,3.0,58.0,PM10,SEDANG
2402,2016-07-30,56.0,29.0,30.0,32.0,4.0,56.0,PM10,SEDANG
2403,2016-07-31,54.0,30.0,23.0,27.0,3.0,54.0,PM10,SEDANG
2404,2016-08-01,46.0,24.0,26.533333333333335,31.0,3.0,46.0,PM10,BAIK
2405,2016-08-02,47.0,40.0,25.0,48.0,2.0,48.0,O3,BAIK
2406,2016-08-03,40.0,26.0,28.0,40.0,2.0,40.0,PM10,BAIK
2407,2016-08-04,60.0,27.0,26.0,16.0,2.0,60.0,PM10,SEDANG
2408,2016-08-05,66.0,28.0,34.0,31.0,3.0,66.0,PM10,SEDANG
2409,2016-08-06,35.0,29.0,27.0,22.0,4.0,35.0,PM10,BAIK
2410,2016-08-07,39.0,28.0,17.0,24.0,2.0,39.0,PM10,BAIK
2411,2016-08-08,42.0,29.0,27.0,26.0,2.0,42.0,PM10,BAIK
2412,2016-08-09,60.0,30.0,26.0,33.0,5.0,60.0,PM10,SEDANG
2413,2016-08-10,49.0,30.0,25.0,21.0,3.0,49.0,PM10,BAIK
2414,2016-08-11,65.0,31.0,27.0,27.0,4.0,65.0,PM10,SEDANG
2415,2016-08-12,58.0,32.0,24.0,21.0,3.0,58.0,PM10,SEDANG
2416,2016-08-13,60.0,29.0,27.0,19.0,3.0,60.0,PM10,SEDANG
2417,2016-08-14,51.0,29.0,22.0,23.0,4.0,51.0,PM10,SEDANG
2418,2016-08-15,50.0,28.0,34.0,38.0,4.0,50.0,PM10,BAIK
2419,2016-08-16,62.0,30.0,33.0,30.0,3.0,62.0,PM10,SEDANG
2420,2016-08-17,65.0,31.0,30.0,24.0,2.0,65.0,PM10,SEDANG
2421,2016-08-18,52.0,29.0,28.0,25.0,3.0,52.0,PM10,SEDANG
2422,2016-08-19,57.0,30.0,27.0,29.0,5.0,57.0,PM10,SEDANG
2423,2016-08-20,42.0,29.0,26.0,25.0,4.0,42.0,PM10,BAIK
2424,2016-08-21,53.0,30.0,22.0,30.0,3.0,53.0,PM10,SEDANG
2425,2016-08-22,51.0,31.0,25.0,29.0,4.0,51.0,PM10,SEDANG
2426,2016-08-23,45.0,30.0,24.0,31.0,4.0,45.0,PM10,BAIK
2427,2016-08-24,40.0,29.0,26.0,34.0,3.0,40.0,PM10,BAIK
2428,2016-08-25,55.0,30.0,27.0,40.0,5.0,55.0,PM10,SEDANG
2429,2016-08-26,62.0,31.0,28.0,27.0,4.0,62.0,PM10,SEDANG
2430,2016-08-27,60.0,31.0,31.0,21.0,4.0,60.0,PM10,SEDANG
2431,2016-08-28,58.0,29.0,30.0,19.0,3.0,58.0,PM10,SEDANG
2432,2016-08-29,59.0,29.0,34.0,20.0,4.0,59.0,PM10,SEDANG
2433,2016-08-30,70.0,30.0,34.0,24.0,4.0,70.0,PM10,SEDANG
2434,2016-08-31,70.0,29.0,39.0,21.0,4.0,70.0,PM10,SEDANG
2435,2016-09-01,51.0,32.0,26.466666666666665,37.0,2.0,51.0,PM10,SEDANG
2436,2016-09-02,20.0,41.0,13.0,53.0,2.0,53.0,O3,SEDANG
2437,2016-09-03,58.0,26.0,29.0,53.0,2.0,58.0,PM10,SEDANG
2438,2016-09-04,53.0,26.0,24.0,28.0,3.0,53.0,PM10,SEDANG
2439,2016-09-05,64.0,29.0,33.0,27.0,5.0,64.0,PM10,SEDANG
2440,2016-09-06,52.0,28.0,25.0,16.0,3.0,52.0,PM10,SEDANG
2441,2016-09-07,54.0,29.0,20.0,34.0,2.0,54.0,PM10,SEDANG
2442,2016-09-08,57.0,28.0,29.0,22.0,2.0,57.0,PM10,SEDANG
2443,2016-09-09,79.0,30.0,32.0,30.0,4.0,79.0,PM10,SEDANG
2444,2016-09-10,52.0,30.0,28.0,26.0,3.0,52.0,PM10,SEDANG
2445,2016-09-11,55.0,31.0,26.0,58.0,4.0,58.0,O3,SEDANG
2446,2016-09-12,35.0,31.0,22.0,15.0,2.0,35.0,PM10,BAIK
2447,2016-09-13,59.0,31.0,22.0,39.0,3.0,59.0,PM10,SEDANG
2448,2016-09-14,53.0,31.0,23.0,26.0,4.0,53.0,PM10,SEDANG
2449,2016-09-15,41.0,29.0,23.0,43.0,4.0,43.0,O3,BAIK
2450,2016-09-16,79.0,30.0,41.0,39.0,4.0,79.0,PM10,SEDANG
2451,2016-09-17,59.0,30.0,25.0,21.0,2.0,59.0,PM10,SEDANG
2452,2016-09-18,59.0,30.0,23.0,33.0,2.0,33.0,O3,BAIK
2453,2016-09-19,59.0,29.0,32.0,26.5,3.0,59.0,PM10,SEDANG
2454,2016-09-20,66.0,29.0,43.0,20.0,4.0,66.0,PM10,SEDANG
2455,2016-09-21,33.0,29.0,22.0,19.0,2.0,33.0,PM10,BAIK
2456,2016-09-22,48.0,29.0,25.0,19.0,2.0,48.0,PM10,BAIK
2457,2016-09-23,45.0,30.0,23.0,18.0,3.0,45.0,PM10,BAIK
2458,2016-09-24,52.0,30.0,31.0,19.0,2.0,52.0,PM10,SEDANG
2459,2016-09-25,55.0,30.0,36.0,19.0,2.0,55.0,PM10,SEDANG
2460,2016-09-26,31.0,29.0,19.0,19.0,2.0,31.0,PM10,BAIK
2461,2016-09-27,62.0,30.0,30.0,24.0,4.0,62.0,PM10,SEDANG
2462,2016-09-28,58.0,31.0,29.0,19.0,4.0,58.0,PM10,SEDANG
2463,2016-09-29,24.0,30.0,24.0,23.0,6.0,30.0,SO2,BAIK
2464,2016-09-30,52.0,30.0,25.0,18.0,3.0,52.0,PM10,SEDANG
2465,2016-10-01,59.0,39.0,26.4,43.0,3.0,59.0,PM10,SEDANG
2466,2016-10-02,39.0,43.0,18.0,40.0,2.0,43.0,SO2,BAIK
2467,2016-10-03,52.0,26.0,32.0,81.0,4.0,81.0,O3,SEDANG
2468,2016-10-04,52.0,26.0,25.0,23.0,2.0,52.0,PM10,SEDANG
2469,2016-10-05,58.0,29.0,30.0,22.0,4.0,58.0,PM10,SEDANG
2470,2016-10-06,71.0,27.0,45.0,14.0,5.0,71.0,PM10,SEDANG
2471,2016-10-07,59.0,29.0,20.0,27.0,2.0,59.0,PM10,SEDANG
2472,2016-10-08,60.0,29.0,32.0,28.0,3.0,60.0,PM10,SEDANG
2473,2016-10-09,69.0,31.0,33.0,28.0,3.0,69.0,PM10,SEDANG
2474,2016-10-10,54.0,30.0,31.0,20.0,4.0,54.0,PM10,SEDANG
2475,2016-10-11,59.0,33.0,24.0,31.0,4.0,59.0,PM10,SEDANG
2476,2016-10-12,27.0,31.0,18.0,12.0,2.0,31.0,SO2,BAIK
2477,2016-10-13,67.0,30.0,34.0,21.0,3.0,67.0,PM10,SEDANG
2478,2016-10-14,56.0,30.0,39.0,14.0,3.0,56.0,PM10,SEDANG
2479,2016-10-15,35.0,30.0,20.0,28.0,3.0,35.0,PM10,BAIK
2480,2016-10-16,52.0,30.0,28.0,21.0,3.0,52.0,PM10,SEDANG
2481,2016-10-17,51.0,31.0,21.0,44.0,4.0,51.0,PM10,SEDANG
2482,2016-10-18,54.0,31.0,24.0,34.0,5.0,54.0,PM10,SEDANG
2483,2016-10-19,49.0,31.0,23.0,25.0,4.0,49.0,PM10,BAIK
2484,2016-10-20,58.0,31.0,24.0,29.0,4.0,58.0,PM10,SEDANG
2485,2016-10-21,65.0,31.0,28.0,35.0,5.0,65.0,PM10,SEDANG
2486,2016-10-22,87.0,30.0,39.0,25.0,5.0,87.0,PM10,SEDANG
2487,2016-10-23,34.0,30.0,22.0,17.0,2.0,34.0,PM10,BAIK
2488,2016-10-24,54.0,31.0,34.0,35.0,4.0,54.0,PM10,SEDANG
2489,2016-10-25,61.0,30.0,41.0,20.0,5.0,61.0,PM10,SEDANG
2490,2016-10-26,49.0,30.0,27.0,13.0,2.0,49.0,PM10,BAIK
2491,2016-10-27,55.0,31.0,26.0,20.0,3.0,55.0,PM10,SEDANG
2492,2016-10-28,59.0,31.0,28.0,19.0,4.0,59.0,PM10,SEDANG
2493,2016-10-29,55.0,30.0,33.0,18.0,3.0,55.0,PM10,SEDANG
2494,2016-10-30,53.0,31.0,28.0,31.0,3.0,53.0,PM10,SEDANG
2495,2016-10-31,44.0,31.0,23.0,32.0,4.0,44.0,PM10,BAIK
2496,2016-11-01,66.0,38.0,26.333333333333332,29.0,3.0,66.0,PM10,SEDANG
2497,2016-11-02,43.0,43.0,21.0,55.0,3.0,55.0,O3,SEDANG
2498,2016-11-03,48.0,26.0,31.0,71.0,4.0,71.0,O3,SEDANG
2499,2016-11-04,58.0,27.0,28.0,19.0,3.0,58.0,PM10,SEDANG
2500,2016-11-05,56.0,30.0,27.0,14.0,2.0,56.0,PM10,SEDANG
2501,2016-11-06,59.0,28.0,32.0,17.0,2.0,59.0,PM10,SEDANG
2502,2016-11-07,59.0,29.0,26.0,26.0,2.0,59.0,PM10,SEDANG
2503,2016-11-08,59.0,28.0,29.0,24.0,3.0,59.0,PM10,SEDANG
2504,2016-11-09,57.0,30.0,24.0,35.0,2.0,57.0,PM10,SEDANG
2505,2016-11-10,63.0,30.0,34.0,20.0,4.0,63.0,PM10,SEDANG
2506,2016-11-11,62.0,31.0,31.0,47.0,5.0,62.0,PM10,SEDANG
2507,2016-11-12,33.0,31.0,17.0,17.0,1.0,33.0,PM10,BAIK
2508,2016-11-13,44.0,30.0,23.0,27.0,2.0,44.0,PM10,BAIK
2509,2016-11-14,55.0,31.0,27.0,31.0,3.0,55.0,PM10,SEDANG
2510,2016-11-15,41.0,31.0,30.0,21.0,5.0,41.0,PM10,BAIK
2511,2016-11-16,54.0,31.0,32.0,26.0,3.0,54.0,PM10,SEDANG
2512,2016-11-17,56.0,32.0,26.0,27.0,4.0,56.0,PM10,SEDANG
2513,2016-11-18,59.0,32.0,29.0,22.0,3.0,59.0,PM10,SEDANG
2514,2016-11-19,59.0,32.0,30.0,36.0,5.0,59.0,PM10,SEDANG
2515,2016-11-20,53.0,32.0,29.0,24.0,3.0,53.0,PM10,SEDANG
2516,2016-11-21,53.0,31.0,28.0,25.0,4.0,53.0,PM10,SEDANG
2517,2016-11-22,61.0,32.0,28.0,58.0,6.0,61.0,PM10,SEDANG
2518,2016-11-23,57.0,31.0,27.0,60.0,5.0,60.0,O3,SEDANG
2519,2016-11-24,63.0,32.0,32.0,21.0,4.0,63.0,PM10,SEDANG
2520,2016-11-25,29.0,32.0,21.0,10.0,2.0,32.0,SO2,BAIK
2521,2016-11-26,67.0,34.0,26.0,23.0,4.0,67.0,PM10,SEDANG
2522,2016-11-27,77.0,32.0,39.0,29.0,4.0,77.0,PM10,SEDANG
2523,2016-11-28,65.0,31.0,31.0,22.0,4.0,65.0,PM10,SEDANG
2524,2016-11-29,37.0,31.0,27.0,26.0,4.0,37.0,PM10,BAIK
2525,2016-11-30,62.0,32.0,26.0,14.0,3.0,62.0,PM10,SEDANG
2526,2016-12-01,60.0,37.0,26.266666666666666,31.0,4.0,60.0,PM10,SEDANG
2527,2016-12-02,46.0,43.0,27.0,31.0,3.0,46.0,PM10,BAIK
2528,2016-12-03,48.0,26.0,33.0,45.0,3.0,48.0,PM10,BAIK
2529,2016-12-04,63.0,27.0,32.0,14.0,2.0,63.0,PM10,SEDANG
2530,2016-12-05,60.0,30.0,29.0,25.0,5.0,60.0,PM10,SEDANG
2531,2016-12-06,67.0,28.0,30.0,36.0,3.0,67.0,PM10,SEDANG
2532,2016-12-07,35.0,28.0,23.0,28.0,2.0,35.0,PM10,BAIK
2533,2016-12-08,61.0,29.0,29.0,29.0,4.0,61.0,PM10,SEDANG
2534,2016-12-09,49.0,30.0,20.0,34.0,3.0,49.0,PM10,BAIK
2535,2016-12-10,71.0,30.0,37.0,16.0,4.0,71.0,PM10,SEDANG
2536,2016-12-11,54.0,31.0,34.0,48.0,3.0,54.0,PM10,SEDANG
2537,2016-12-12,31.0,31.0,18.0,20.0,1.0,31.0,PM10,BAIK
2538,2016-12-13,34.0,32.0,17.0,14.0,2.0,34.0,PM10,BAIK
2539,2016-12-14,39.0,32.0,21.0,15.0,2.0,39.0,PM10,BAIK
2540,2016-12-15,44.0,31.0,25.0,10.0,2.0,44.0,PM10,BAIK
2541,2016-12-16,34.0,31.0,18.0,11.0,2.0,34.0,PM10,BAIK
2542,2016-12-17,30.75,31.0,18.0,11.75,1.75,31.0,so2,BAIK
2543,2016-12-18,27.5,31.0,18.0,12.5,1.5,31.0,so2,BAIK
2544,2016-12-19,24.25,31.0,18.0,13.25,1.25,31.0,so2,BAIK
2545,2016-12-20,21.0,31.0,18.0,14.0,1.0,31.0,SO2,BAIK
2546,2016-12-21,20.0,32.0,15.0,14.0,1.0,32.0,SO2,BAIK
2547,2016-12-22,23.0,32.0,16.0,12.0,1.0,32.0,SO2,BAIK
2548,2016-12-23,19.0,31.0,16.0,12.0,1.0,31.0,SO2,BAIK
2549,2016-12-24,21.0,31.0,16.0,13.0,1.0,31.0,SO2,BAIK
2550,2016-12-25,17.0,31.0,15.0,11.0,1.0,31.0,SO2,BAIK
2551,2016-12-26,49.0,32.0,23.0,23.0,2.0,49.0,PM10,BAIK
2552,2016-12-27,23.0,31.0,18.0,19.0,3.0,31.0,SO2,BAIK
2553,2016-12-28,28.0,32.0,18.0,10.0,1.0,32.0,SO2,BAIK
2554,2016-12-29,20.0,32.0,19.0,11.0,1.0,32.0,SO2,BAIK
2555,2016-12-30,51.0,32.0,24.0,12.0,2.0,51.0,PM10,SEDANG
2556,2016-12-31,55.0,33.0,26.0,16.0,3.0,55.0,PM10,SEDANG
2557,2017-01-01,63.0,34.0,25.0,21.0,2.0,63.0,PM10,SEDANG
2558,2017-01-02,41.0,16.0,22.0,27.0,3.0,41.0,PM10,BAIK
2559,2017-01-03,51.0,8.0,26.0,46.0,5.0,51.0,PM10,SEDANG
2560,2017-01-04,41.0,6.0,19.0,18.8,3.0,41.0,PM10,BAIK
2561,2017-01-05,57.0,12.0,20.0,88.0,4.0,88.0,O3,SEDANG
2562,2017-01-06,41.0,11.0,20.0,23.0,3.0,41.0,PM10,BAIK
2563,2017-01-07,27.0,13.0,22.0,42.0,3.0,42.0,O3,BAIK
2564,2017-01-08,53.0,17.0,18.0,74.0,6.0,74.0,O3,SEDANG
2565,2017-01-09,54.0,17.0,16.0,75.0,6.0,75.0,O3,SEDANG
2566,2017-01-10,52.0,17.0,20.0,53.0,4.0,53.0,O3,SEDANG
2567,2017-01-11,40.0,21.0,19.0,88.0,11.0,88.0,O3,SEDANG
2568,2017-01-12,27.0,21.0,21.0,19.0,3.0,27.0,PM10,BAIK
2569,2017-01-13,29.0,32.0,19.0,12.0,1.0,32.0,SO2,BAIK
2570,2017-01-14,22.0,31.0,17.0,13.0,1.0,31.0,SO2,BAIK
2571,2017-01-15,27.0,32.0,16.0,17.0,1.0,32.0,SO2,BAIK
2572,2017-01-16,26.0,30.66666667,17.0,16.0,1.0,30.66666667,so2,BAIK
2573,2017-01-17,25.0,29.33333333,18.0,15.0,1.0,29.33333333,so2,BAIK
2574,2017-01-18,24.0,28.0,19.0,14.0,1.0,28.0,SO2,BAIK
2575,2017-01-19,24.0,26.444444444444443,16.0,14.0,1.0,24.0,PM10,BAIK
2576,2017-01-20,18.0,24.88888888888889,15.0,10.0,1.0,18.0,PM10,BAIK
2577,2017-01-21,35.0,23.333333333333332,18.0,15.0,1.0,35.0,PM10,BAIK
2578,2017-01-22,54.0,21.77777777777778,20.0,16.0,2.0,54.0,PM10,SEDANG
2579,2017-01-23,37.0,20.22222222222222,18.0,13.0,2.0,37.0,PM10,BAIK
2580,2017-01-24,32.0,18.666666666666664,30.0,14.0,2.0,32.0,PM10,BAIK
2581,2017-01-25,29.0,17.11111111111111,18.0,9.0,2.0,29.0,PM10,BAIK
2582,2017-01-26,33.0,15.555555555555555,22.0,12.0,2.0,33.0,PM10,BAIK
2583,2017-01-27,47.0,14.0,24.0,22.0,2.0,47.0,PM10,BAIK
2584,2017-01-28,32.0,13.0,23.0,18.0,3.0,32.0,PM10,BAIK
2585,2017-01-29,35.0,12.0,25.0,19.0,2.0,35.0,PM10,BAIK
2586,2017-01-30,33.0,12.0,21.0,19.0,2.0,33.0,PM10,BAIK
2587,2017-01-31,31.0,12.0,23.0,20.0,2.0,31.0,PM10,BAIK
2588,2017-02-01,16.0,32.0,16.0,19.0,1.0,32.0,SO2,BAIK
2589,2017-02-02,49.0,14.333333333333334,23.0,41.0,3.0,49.0,PM10,BAIK
2590,2017-02-03,56.0,8.0,28.0,56.0,4.0,56.0,PM10,SEDANG
2591,2017-02-04,47.0,9.5,23.0,15.2,4.0,47.0,PM10,BAIK
2592,2017-02-05,50.0,8.0,27.0,67.0,4.0,67.0,O3,SEDANG
2593,2017-02-06,53.0,14.0,25.0,75.0,4.0,75.0,O3,SEDANG
2594,2017-02-07,49.0,14.0,18.0,39.0,3.0,49.0,PM10,BAIK
2595,2017-02-08,46.0,18.0,19.0,60.0,5.0,60.0,O3,SEDANG
2596,2017-02-09,56.0,18.0,15.0,77.0,3.0,77.0,O3,SEDANG
2597,2017-02-10,48.0,17.0,26.0,47.0,4.0,48.0,PM10,BAIK
2598,2017-02-11,51.0,23.0,19.0,136.0,6.0,136.0,O3,TIDAK SEHAT
2599,2017-02-12,39.0,20.0,18.0,20.0,3.0,39.0,PM10,BAIK
2600,2017-02-13,43.0,4.0,21.0,42.0,3.0,43.0,PM10,BAIK
2601,2017-02-14,34.0,5.0,32.0,41.0,4.0,41.0,O3,BAIK
2602,2017-02-15,27.0,6.0,22.0,40.0,4.0,40.0,O3,BAIK
2603,2017-02-16,36.0,7.0,19.0,38.0,3.0,38.0,O3,BAIK
2604,2017-02-17,52.0,4.0,30.0,33.0,4.0,52.0,PM10,SEDANG
2605,2017-02-18,68.0,7.0,25.0,30.0,4.0,68.0,PM10,SEDANG
2606,2017-02-19,57.0,4.0,34.0,25.0,2.0,57.0,PM10,SEDANG
2607,2017-02-20,40.0,3.0,31.0,24.0,3.0,40.0,PM10,BAIK
2608,2017-02-21,51.0,3.0,34.0,46.0,4.0,51.0,PM10,SEDANG
2609,2017-02-22,58.0,15.0,25.0,78.0,5.0,78.0,O3,SEDANG
2610,2017-02-23,52.0,7.0,27.0,71.0,7.0,71.0,O3,SEDANG
2611,2017-02-24,62.0,7.0,30.0,67.0,5.0,67.0,O3,SEDANG
2612,2017-02-25,50.0,6.0,24.0,68.0,3.0,68.0,O3,SEDANG
2613,2017-02-26,44.0,8.0,25.0,60.0,4.0,60.0,O3,SEDANG
2614,2017-02-27,30.0,6.0,23.0,44.0,4.0,44.0,O3,BAIK
2615,2017-02-28,58.0,6.0,26.0,54.0,4.0,58.0,PM10,SEDANG
2616,2017-03-01,18.0,32.0,17.0,20.0,2.0,32.0,SO2,BAIK
2617,2017-03-02,53.0,12.666666666666666,28.0,34.0,3.0,53.0,PM10,SEDANG
2618,2017-03-03,49.0,5.0,33.0,53.0,4.0,53.0,O3,SEDANG
2619,2017-03-04,30.0,13.0,24.0,11.6,3.0,30.0,PM10,BAIK
2620,2017-03-05,62.0,10.0,34.0,86.0,4.0,86.0,O3,SEDANG
2621,2017-03-06,71.0,15.0,21.0,75.0,4.0,75.0,O3,SEDANG
2622,2017-03-07,45.0,13.0,14.0,48.0,2.0,48.0,O3,BAIK
2623,2017-03-08,42.0,17.0,18.0,80.0,7.0,80.0,O3,SEDANG
2624,2017-03-09,64.0,18.0,19.0,70.0,5.0,70.0,O3,SEDANG
2625,2017-03-10,50.0,17.0,22.0,65.0,7.0,65.0,O3,SEDANG
2626,2017-03-11,51.0,21.0,19.0,105.0,8.0,105.0,O3,TIDAK SEHAT
2627,2017-03-12,33.0,19.0,17.0,27.0,3.0,33.0,PM10,BAIK
2628,2017-03-13,53.0,9.0,24.0,60.0,5.0,60.0,O3,SEDANG
2629,2017-03-14,62.0,14.0,24.0,48.0,4.0,62.0,PM10,SEDANG
2630,2017-03-15,36.0,8.0,20.0,31.0,3.0,36.0,PM10,BAIK
2631,2017-03-16,35.0,9.0,20.0,125.0,5.0,125.0,O3,TIDAK SEHAT
2632,2017-03-17,63.0,10.0,25.0,80.0,5.0,80.0,O3,SEDANG
2633,2017-03-18,55.0,7.0,33.0,52.0,6.0,55.0,PM10,SEDANG
2634,2017-03-19,51.0,13.0,27.0,50.0,2.0,51.0,PM10,SEDANG
2635,2017-03-20,35.0,7.0,17.0,26.0,2.0,35.0,PM10,BAIK
2636,2017-03-21,51.0,13.0,23.0,32.0,3.0,51.0,PM10,SEDANG
2637,2017-03-22,34.0,8.0,24.0,47.0,6.0,47.0,O3,BAIK
2638,2017-03-23,46.0,6.0,33.0,34.0,7.0,46.0,PM10,BAIK
2639,2017-03-24,77.0,11.0,50.0,97.0,7.0,97.0,O3,SEDANG
2640,2017-03-25,52.0,10.0,20.0,41.0,4.0,52.0,PM10,SEDANG
2641,2017-03-26,57.0,9.0,30.0,54.0,3.0,57.0,PM10,SEDANG
2642,2017-03-27,42.0,8.0,23.0,80.0,5.0,80.0,O3,SEDANG
2643,2017-03-28,64.0,12.0,35.0,71.0,3.0,71.0,O3,SEDANG
2644,2017-03-29,51.0,8.0,27.0,62.0,4.0,62.0,O3,SEDANG
2645,2017-03-30,32.0,9.0,20.0,26.0,3.0,32.0,PM10,BAIK
