,tanggal,pm10,so2,co,o3,no2,max,critical,categori
325,2010-11-22,57.0,19.0,38.0,90.0,30.0,90.0,O3,SEDANG
326,2010-11-23,63.0,18.0,39.0,53.0,24.0,63.0,PM10,SEDANG
327,2010-11-24,66.0,26.0,39.0,51.0,23.0,66.0,PM10,SEDANG
328,2010-11-25,52.0,17.0,28.0,77.0,16.0,77.0,O3,SEDANG
329,2010-11-26,59.0,21.0,35.0,84.0,26.0,84.0,O3,SEDANG
330,2010-11-27,59.0,17.0,49.0,120.0,21.0,120.0,O3,TIDAK SEHAT
331,2010-11-28,49.0,17.0,30.0,89.0,20.0,89.0,O3,SEDANG
332,2010-11-29,56.0,19.0,37.0,93.0,26.0,93.0,O3,SEDANG
333,2010-11-30,43.0,16.0,32.0,49.0,14.0,49.0,O3,BAIK
334,2010-12-01,45.0,4.0,33.0,9.0,17.0,45.0,PM10,BAIK
335,2010-12-02,56.0,6.0,33.0,45.0,20.0,56.0,PM10,SEDANG
336,2010-12-03,43.0,6.0,42.0,39.0,20.0,43.0,PM10,BAIK
337,2010-12-04,66.0,19.0,39.0,80.0,25.0,80.0,O3,SEDANG
338,2010-12-05,61.0,12.0,50.0,32.0,19.0,61.0,PM10,SEDANG
339,2010-12-06,64.0,20.0,39.0,23.0,13.0,64.0,PM10,SEDANG
340,2010-12-07,61.0,16.0,43.0,64.0,29.0,64.0,O3,SEDANG
341,2010-12-08,57.0,14.0,20.0,27.0,7.0,27.0,O3,BAIK
342,2010-12-09,25.0,11.0,18.0,50.0,17.0,50.0,O3,BAIK
343,2010-12-10,59.0,25.0,31.0,95.0,26.0,95.0,O3,SEDANG
344,2010-12-11,40.0,18.0,23.0,31.0,9.0,40.0,PM10,BAIK
345,2010-12-12,27.0,13.0,19.0,30.0,10.0,30.0,O3,BAIK
346,2010-12-13,34.0,16.0,22.0,30.0,10.0,34.0,PM10,BAIK
347,2010-12-14,51.0,20.0,32.0,31.0,17.0,51.0,PM10,SEDANG
348,2010-12-15,50.0,19.0,34.0,30.0,14.0,50.0,PM10,BAIK
349,2010-12-16,36.0,19.0,27.0,22.0,14.0,36.0,PM10,BAIK
350,2010-12-17,38.0,20.0,20.0,23.0,7.0,38.0,PM10,BAIK
351,2010-12-18,33.0,15.0,27.0,20.0,9.0,33.0,PM10,BAIK
352,2010-12-19,34.0,13.0,19.0,22.0,10.0,34.0,PM10,BAIK
353,2010-12-20,33.0,17.0,26.0,20.0,11.0,33.0,PM10,BAIK
354,2010-12-21,37.0,16.0,27.0,22.0,12.0,37.0,PM10,BAIK
355,2010-12-22,29.0,14.0,34.0,17.0,13.0,34.0,CO,BAIK
356,2010-12-23,40.0,20.0,41.0,24.0,13.0,41.0,CO,BAIK
357,2010-12-24,51.0,19.0,32.0,97.0,23.0,97.0,O3,SEDANG
358,2010-12-25,59.0,28.0,27.0,28.0,14.0,59.0,PM10,SEDANG
359,2010-12-26,39.0,18.0,23.0,48.0,12.0,48.0,O3,BAIK
360,2010-12-27,27.0,19.0,22.0,27.0,10.0,27.0,PM10,BAIK
361,2010-12-28,38.0,15.0,23.0,35.0,12.0,38.0,PM10,BAIK
362,2010-12-29,34.0,16.0,25.0,26.0,11.0,34.0,PM10,BAIK
363,2010-12-30,36.0,18.0,24.0,22.0,8.0,36.0,PM10,BAIK
364,2010-12-31,33.0,19.0,21.0,29.0,9.0,33.0,PM10,BAIK
365,2011-01-01,52.0,17.0,51.0,46.0,7.0,52.0,PM10,SEDANG
366,2011-01-02,37.0,20.0,22.0,26.0,11.0,37.0,PM10,BAIK
367,2011-01-03,21.0,14.0,26.0,21.0,8.0,26.0,CO,BAIK
368,2011-01-04,23.0,14.0,20.0,21.0,5.0,23.0,PM10,BAIK
369,2011-01-05,59.0,18.0,51.0,88.0,20.0,88.0,O3,SEDANG
370,2011-01-06,76.0,21.0,70.0,51.0,20.0,76.0,PM10,SEDANG
371,2011-01-07,59.0,14.0,33.0,65.0,19.0,65.0,O3,SEDANG
372,2011-01-08,57.0,16.0,23.0,47.0,16.0,57.0,PM10,SEDANG
373,2011-01-09,53.0,10.0,13.0,59.0,14.0,59.0,O3,SEDANG
374,2011-01-10,68.0,17.0,24.0,92.0,17.0,92.0,O3,SEDANG
375,2011-01-11,62.0,15.0,34.0,85.0,18.0,85.0,O3,SEDANG
376,2011-01-12,52.0,18.0,26.0,74.0,13.0,74.0,O3,SEDANG
377,2011-01-13,49.0,16.0,28.0,34.0,14.0,49.0,PM10,BAIK
378,2011-01-14,44.0,15.0,24.0,37.0,13.0,44.0,PM10,BAIK
379,2011-01-15,39.0,15.0,26.0,32.0,15.0,39.0,PM10,BAIK
380,2011-01-16,32.0,13.0,16.0,22.0,8.0,32.0,PM10,BAIK
381,2011-01-17,32.0,14.0,20.0,36.0,10.0,36.0,O3,BAIK
382,2011-01-18,33.0,12.0,31.0,38.0,17.0,38.0,O3,BAIK
383,2011-01-19,42.0,13.0,31.0,33.0,14.0,42.0,PM10,BAIK
384,2011-01-20,49.0,16.0,25.0,31.0,14.0,49.0,PM10,BAIK
385,2011-01-21,50.0,13.0,39.0,42.0,21.0,50.0,PM10,BAIK
386,2011-01-22,58.0,16.0,44.0,36.0,16.0,58.0,PM10,SEDANG
387,2011-01-23,50.0,14.0,40.0,39.0,12.0,50.0,PM10,BAIK
388,2011-01-24,57.0,20.0,31.0,36.0,10.0,57.0,PM10,SEDANG
389,2011-01-25,44.0,23.0,27.0,37.0,13.0,44.0,PM10,BAIK
390,2011-01-26,46.0,24.0,26.0,37.0,10.0,46.0,PM10,BAIK
391,2011-01-27,42.0,20.0,24.0,37.0,11.0,42.0,PM10,BAIK
392,2011-01-28,43.0,14.0,31.0,37.0,11.0,43.0,PM10,BAIK
393,2011-01-29,24.0,14.0,23.0,33.0,10.0,33.0,O3,BAIK
394,2011-01-30,37.0,16.0,25.0,31.0,13.0,37.0,PM10,BAIK
395,2011-01-31,30.0,14.0,22.0,19.0,8.0,30.0,PM10,BAIK
396,2011-02-01,35.0,15.0,15.0,47.0,10.0,47.0,O3,BAIK
397,2011-02-02,49.0,18.0,29.0,32.0,11.0,49.0,PM10,BAIK
398,2011-02-03,28.0,15.0,21.0,34.0,7.0,34.0,O3,BAIK
399,2011-02-04,24.0,15.0,24.0,25.0,6.0,25.0,O3,BAIK
400,2011-02-05,39.0,19.0,35.0,93.0,21.0,93.0,O3,SEDANG
401,2011-02-06,56.0,17.0,25.0,59.0,9.0,59.0,O3,SEDANG
402,2011-02-07,63.0,17.0,34.0,51.0,18.0,63.0,PM10,SEDANG
403,2011-02-08,56.0,14.0,25.0,53.0,15.0,56.0,PM10,SEDANG
404,2011-02-09,53.0,11.0,12.0,60.0,8.0,60.0,O3,SEDANG
405,2011-02-10,63.0,18.0,18.0,88.0,15.0,88.0,O3,SEDANG
406,2011-02-11,64.0,19.0,30.0,76.0,16.0,76.0,O3,SEDANG
407,2011-02-12,40.0,19.0,25.0,64.0,13.0,64.0,O3,SEDANG
408,2011-02-13,57.0,18.0,26.0,54.0,12.0,57.0,PM10,SEDANG
409,2011-02-14,41.0,12.0,39.0,42.0,13.0,42.0,O3,BAIK
410,2011-02-15,48.0,15.0,53.0,37.0,13.0,53.0,CO,SEDANG
411,2011-02-16,51.0,16.0,21.0,34.0,13.0,51.0,PM10,SEDANG
412,2011-02-17,46.0,22.0,33.0,34.0,16.0,46.0,PM10,BAIK
413,2011-02-18,36.0,18.0,24.0,39.0,13.0,39.0,O3,BAIK
414,2011-02-19,46.0,21.0,26.0,33.0,12.0,46.0,PM10,BAIK
415,2011-02-20,42.0,17.0,24.0,46.0,13.0,46.0,O3,BAIK
416,2011-02-21,43.0,16.0,22.0,40.0,13.0,43.0,PM10,BAIK
417,2011-02-22,46.0,15.0,23.0,42.0,12.0,46.0,PM10,BAIK
418,2011-02-23,47.0,15.0,26.0,41.0,11.0,47.0,PM10,BAIK
419,2011-02-24,44.33333333,14.66666667,25.33333333,37.0,11.33333333,44.33333333,pm10,BAIK
420,2011-02-25,41.66666667,14.33333333,24.66666667,33.0,11.66666667,41.66666667,pm10,BAIK
421,2011-02-26,39.0,14.0,24.0,29.0,12.0,39.0,PM10,BAIK
422,2011-02-27,39.0,15.0,32.0,26.0,15.0,39.0,PM10,BAIK
423,2011-02-28,39.0,16.0,29.0,22.0,12.0,39.0,PM10,BAIK
424,2011-03-01,41.0,16.0,28.0,21.0,14.0,41.0,PM10,BAIK
425,2011-03-02,39.0,16.0,24.0,40.0,10.0,40.0,O3,BAIK
426,2011-03-03,29.0,16.0,22.0,25.0,9.0,29.0,PM10,BAIK
427,2011-03-04,24.0,14.0,13.0,22.0,7.0,24.0,PM10,BAIK
428,2011-03-05,61.0,22.0,31.0,69.0,14.0,69.0,O3,SEDANG
429,2011-03-06,48.0,19.0,18.0,48.0,7.0,48.0,PM10,BAIK
430,2011-03-07,56.0,14.0,20.0,46.0,14.0,56.0,PM10,SEDANG
431,2011-03-08,58.0,10.0,28.0,100.0,20.0,100.0,O3,SEDANG
432,2011-03-09,52.0,9.0,12.0,94.0,11.0,94.0,O3,SEDANG
433,2011-03-10,64.0,15.0,27.0,95.0,26.0,95.0,O3,SEDANG
434,2011-03-11,64.0,14.0,32.0,71.0,18.0,71.0,O3,SEDANG
435,2011-03-12,41.0,17.0,29.0,70.0,12.0,70.0,O3,SEDANG
436,2011-03-13,46.0,17.0,25.0,45.0,11.0,46.0,PM10,BAIK
437,2011-03-14,56.0,15.0,47.0,24.0,11.0,56.0,PM10,SEDANG
438,2011-03-15,41.0,16.0,25.0,37.0,12.0,41.0,PM10,BAIK
439,2011-03-16,39.0,19.0,35.0,53.0,18.0,53.0,O3,SEDANG
440,2011-03-17,57.0,19.0,54.0,73.0,21.0,73.0,O3,SEDANG
441,2011-03-18,55.0,22.0,33.0,47.0,20.0,55.0,PM10,SEDANG
442,2011-03-19,56.0,17.0,26.0,71.0,23.0,71.0,O3,SEDANG
443,2011-03-20,54.0,15.0,32.0,50.0,22.0,54.0,PM10,SEDANG
444,2011-03-21,31.0,13.0,20.0,38.0,8.0,38.0,O3,BAIK
445,2011-03-22,29.0,15.0,22.0,22.0,8.0,29.0,PM10,BAIK
446,2011-03-23,25.0,15.0,22.0,22.0,7.0,25.0,PM10,BAIK
447,2011-03-24,22.0,14.0,18.0,24.0,7.0,24.0,O3,BAIK
448,2011-03-25,22.0,14.0,22.0,27.0,10.0,27.0,O3,BAIK
449,2011-03-26,25.0,13.0,22.0,27.0,8.0,27.0,O3,BAIK
450,2011-03-27,23.0,13.0,19.0,28.0,9.0,28.0,O3,BAIK
451,2011-03-28,21.0,13.0,15.0,21.0,8.0,21.0,PM10,BAIK
452,2011-03-29,21.0,13.0,16.0,20.0,6.0,21.0,PM10,BAIK
453,2011-03-30,23.0,14.0,19.0,23.0,6.0,23.0,PM10,BAIK
454,2011-03-31,25.0,14.0,21.0,21.0,7.0,25.0,PM10,BAIK
455,2011-04-01,34.0,17.0,19.0,26.0,11.0,34.0,PM10,BAIK
456,2011-04-02,41.0,16.0,27.0,33.0,12.0,41.0,PM10,BAIK
457,2011-04-03,32.0,18.0,27.0,26.0,13.0,32.0,PM10,BAIK
458,2011-04-04,26.0,15.0,23.0,25.0,9.0,26.0,PM10,BAIK
459,2011-04-05,39.0,18.0,26.0,47.0,12.0,47.0,O3,BAIK
460,2011-04-06,46.0,21.0,16.0,44.0,7.0,46.0,PM10,BAIK
461,2011-04-07,54.0,13.0,24.0,55.0,15.0,55.0,O3,SEDANG
462,2011-04-08,65.0,12.0,27.0,99.0,21.0,99.0,O3,SEDANG
463,2011-04-09,56.0,11.0,14.0,63.0,14.0,63.0,O3,SEDANG
464,2011-04-10,56.0,18.0,25.0,87.0,18.0,87.0,O3,SEDANG
465,2011-04-11,50.0,14.0,30.0,59.0,13.0,59.0,O3,SEDANG
466,2011-04-12,56.0,23.0,36.0,78.0,11.0,78.0,O3,SEDANG
467,2011-04-13,62.0,23.0,32.0,82.0,17.0,82.0,O3,SEDANG
468,2011-04-14,62.0,22.0,35.0,55.0,26.0,62.0,PM10,SEDANG
469,2011-04-15,65.0,23.0,36.0,76.0,23.0,76.0,O3,SEDANG
470,2011-04-16,58.0,18.0,29.0,88.0,34.0,88.0,O3,SEDANG
471,2011-04-17,59.5,17.66666667,29.25,82.0,30.25,82.0,o3,SEDANG
472,2011-04-18,61.0,17.33333333,29.5,76.0,26.5,76.0,o3,SEDANG
473,2011-04-19,62.5,17.0,29.75,70.0,22.75,70.0,O3,SEDANG
474,2011-04-20,64.0,23.0,30.0,66.0,19.0,66.0,O3,SEDANG
475,2011-04-21,58.0,19.0,33.0,51.0,21.0,58.0,PM10,SEDANG
476,2011-04-22,55.0,16.0,26.0,125.0,15.0,125.0,O3,TIDAK SEHAT
477,2011-04-23,51.0,15.0,18.0,82.0,13.0,82.0,O3,SEDANG
478,2011-04-24,53.0,15.0,27.0,83.0,16.0,83.0,O3,SEDANG
479,2011-04-25,55.0,17.0,36.0,70.0,14.0,70.0,O3,SEDANG
480,2011-04-26,57.0,24.0,27.0,61.0,15.0,61.0,O3,SEDANG
481,2011-04-27,53.0,25.0,34.0,71.0,22.0,71.0,O3,SEDANG
482,2011-04-28,54.0,18.0,32.0,68.0,15.0,68.0,O3,SEDANG
483,2011-04-29,56.0,19.0,27.0,60.0,14.0,60.0,O3,SEDANG
484,2011-04-30,62.0,19.0,42.0,78.0,22.0,78.0,O3,SEDANG
485,2011-05-01,34.0,12.0,21.0,35.0,10.0,35.0,O3,BAIK
486,2011-05-02,44.0,14.0,39.0,29.0,14.0,44.0,PM10,BAIK
487,2011-05-03,33.0,17.0,35.0,33.0,13.0,35.0,CO,BAIK
488,2011-05-04,23.0,14.0,21.0,27.0,7.0,27.0,O3,BAIK
489,2011-05-05,39.0,17.0,28.0,63.0,11.0,63.0,O3,SEDANG
490,2011-05-06,47.0,17.0,25.0,52.0,9.0,52.0,O3,SEDANG
491,2011-05-07,66.0,14.0,29.0,78.0,17.0,78.0,O3,SEDANG
492,2011-05-08,65.0,16.0,29.0,84.0,22.0,84.0,O3,SEDANG
493,2011-05-09,62.0,12.0,23.0,63.0,13.0,63.0,O3,SEDANG
494,2011-05-10,66.0,19.0,30.0,81.0,20.0,81.0,O3,SEDANG
495,2011-05-11,53.0,19.0,21.0,67.0,14.0,67.0,O3,SEDANG
496,2011-05-12,42.0,18.0,20.0,45.0,11.0,45.0,O3,BAIK
497,2011-05-13,59.0,18.0,35.0,87.0,18.0,87.0,O3,SEDANG
498,2011-05-14,60.0,17.0,33.0,72.0,19.0,72.0,O3,SEDANG
499,2011-05-15,55.0,16.0,31.0,85.0,13.0,85.0,O3,SEDANG
500,2011-05-16,53.0,17.0,30.0,89.0,22.0,89.0,O3,SEDANG
501,2011-05-17,55.0,18.0,28.0,77.0,18.0,77.0,O3,SEDANG
502,2011-05-18,52.0,18.0,34.0,77.0,19.0,77.0,O3,SEDANG
503,2011-05-19,67.0,20.0,41.0,71.0,19.0,71.0,O3,SEDANG
504,2011-05-20,53.0,20.0,36.0,78.0,19.0,78.0,O3,SEDANG
505,2011-05-21,53.5,19.75,35.5,59.25,19.0,59.25,o3,SEDANG
506,2011-05-22,54.0,19.5,35.0,40.5,19.0,54.0,pm10,SEDANG
507,2011-05-23,54.5,19.25,34.5,21.75,19.0,54.5,pm10,SEDANG
508,2011-05-24,55.0,19.0,34.0,3.0,19.0,55.0,PM10,SEDANG
509,2011-05-25,55.0,21.0,37.0,4.0,19.0,55.0,PM10,SEDANG
510,2011-05-26,58.0,19.0,40.0,5.0,22.0,58.0,PM10,SEDANG
511,2011-05-27,59.0,21.0,37.0,48.0,18.0,59.0,PM10,SEDANG
512,2011-05-28,59.0,21.0,30.0,68.0,15.0,68.0,O3,SEDANG
513,2011-05-29,62.0,23.0,19.0,89.0,14.0,89.0,O3,SEDANG
514,2011-05-30,61.0,20.0,32.0,51.0,18.0,61.0,PM10,SEDANG
515,2011-05-31,62.0,21.0,35.0,79.0,26.0,79.0,O3,SEDANG
516,2011-06-01,28.0,11.0,30.0,42.0,16.0,42.0,O3,BAIK
517,2011-06-02,29.0,15.0,21.0,30.0,16.0,30.0,O3,BAIK
518,2011-06-03,30.0,14.0,24.0,23.0,6.0,30.0,PM10,BAIK
519,2011-06-04,25.0,14.0,19.0,23.0,6.0,25.0,PM10,BAIK
520,2011-06-05,46.0,22.0,36.0,62.0,14.0,62.0,O3,SEDANG
521,2011-06-06,52.0,17.0,37.0,60.0,21.0,60.0,O3,SEDANG
522,2011-06-07,54.0,13.0,27.0,46.0,17.0,54.0,PM10,SEDANG
523,2011-06-08,68.0,15.0,27.0,85.0,16.0,85.0,O3,SEDANG
524,2011-06-09,55.0,12.0,22.0,57.0,13.0,57.0,O3,SEDANG
525,2011-06-10,59.0,21.0,28.0,70.0,26.0,70.0,O3,SEDANG
526,2011-06-11,43.0,14.0,21.0,46.0,8.0,46.0,O3,BAIK
527,2011-06-12,58.0,24.0,37.0,47.0,18.0,58.0,PM10,SEDANG
528,2011-06-13,57.0,18.0,29.0,68.0,16.0,68.0,O3,SEDANG
529,2011-06-14,62.0,23.0,27.0,66.0,20.0,66.0,O3,SEDANG
530,2011-06-15,61.0,23.0,41.0,81.0,23.0,81.0,O3,SEDANG
531,2011-06-16,60.0,23.0,35.0,70.0,19.0,70.0,O3,SEDANG
532,2011-06-17,61.0,20.0,31.0,67.0,16.0,67.0,O3,SEDANG
533,2011-06-18,51.0,10.0,24.0,83.0,14.0,83.0,O3,SEDANG
534,2011-06-19,57.0,10.0,20.0,77.0,13.0,77.0,O3,SEDANG
535,2011-06-20,55.0,12.0,32.0,63.0,25.0,63.0,O3,SEDANG
536,2011-06-21,60.0,15.0,30.0,45.0,26.0,60.0,PM10,SEDANG
537,2011-06-22,62.0,15.0,29.0,71.0,21.0,71.0,O3,SEDANG
538,2011-06-23,68.0,13.0,29.0,77.0,19.0,77.0,O3,SEDANG
539,2011-06-24,67.0,14.0,29.0,67.0,16.0,67.0,PM10,SEDANG
540,2011-06-25,66.0,11.0,27.0,51.0,13.0,66.0,PM10,SEDANG
541,2011-06-26,60.0,12.0,18.0,46.0,12.0,60.0,PM10,SEDANG
542,2011-06-27,56.0,12.0,23.0,38.0,14.0,56.0,PM10,SEDANG
543,2011-06-28,59.0,10.0,28.0,76.0,18.0,76.0,O3,SEDANG
544,2011-06-29,53.0,14.0,27.0,78.0,20.0,78.0,O3,SEDANG
545,2011-06-30,52.0,12.0,33.0,99.0,21.0,99.0,O3,SEDANG
546,2011-07-01,37.0,17.0,28.0,30.0,13.0,37.0,PM10,BAIK
547,2011-07-02,41.0,16.0,24.0,29.0,12.0,41.0,PM10,BAIK
548,2011-07-03,25.0,14.0,17.0,17.0,5.0,25.0,PM10,BAIK
549,2011-07-04,27.0,15.0,20.0,28.0,8.0,28.0,O3,BAIK
550,2011-07-05,39.0,22.0,30.0,63.0,10.0,63.0,O3,SEDANG
551,2011-07-06,65.0,15.0,41.0,59.0,20.0,65.0,PM10,SEDANG
552,2011-07-07,59.0,18.0,27.0,62.0,14.0,62.0,O3,SEDANG
553,2011-07-08,66.0,14.0,23.0,54.0,13.0,66.0,PM10,SEDANG
554,2011-07-09,63.0,14.0,25.0,61.0,15.0,63.0,PM10,SEDANG
555,2011-07-10,70.0,21.0,29.0,68.0,17.0,70.0,PM10,SEDANG
556,2011-07-11,46.0,17.0,25.0,80.0,14.0,80.0,O3,SEDANG
557,2011-07-12,89.0,34.0,36.0,82.0,23.0,89.0,PM10,SEDANG
558,2011-07-13,58.0,17.0,28.0,44.0,13.0,58.0,PM10,SEDANG
559,2011-07-14,57.0,14.0,27.0,81.0,17.0,81.0,O3,SEDANG
560,2011-07-15,63.0,14.0,30.0,123.0,19.0,123.0,O3,TIDAK SEHAT
561,2011-07-16,62.0,14.0,29.0,75.0,18.0,75.0,O3,SEDANG
562,2011-07-17,61.0,17.0,31.0,48.0,16.0,61.0,PM10,SEDANG
563,2011-07-18,62.0,18.0,35.0,84.0,26.0,84.0,O3,SEDANG
564,2011-07-19,62.0,18.0,32.0,60.0,16.0,62.0,PM10,SEDANG
565,2011-07-20,52.0,16.0,26.0,42.0,13.0,52.0,PM10,SEDANG
566,2011-07-21,53.0,17.0,23.0,36.0,11.0,53.0,PM10,SEDANG
567,2011-07-22,55.0,22.0,23.0,31.0,10.0,55.0,PM10,SEDANG
568,2011-07-23,62.0,19.0,30.0,34.0,13.0,62.0,PM10,SEDANG
569,2011-07-24,55.0,16.0,19.0,75.0,14.0,75.0,O3,SEDANG
570,2011-07-25,51.0,13.0,30.0,87.0,22.0,87.0,O3,SEDANG
571,2011-07-26,65.0,17.0,32.0,55.0,18.0,65.0,PM10,SEDANG
572,2011-07-27,59.0,12.0,25.0,75.0,18.0,75.0,O3,SEDANG
573,2011-07-28,61.0,7.0,29.0,81.0,16.0,81.0,O3,SEDANG
574,2011-07-29,53.0,16.0,27.0,80.0,18.0,80.0,O3,SEDANG
575,2011-07-30,64.0,15.0,27.0,78.0,20.0,78.0,O3,SEDANG
576,2011-07-31,57.0,14.0,20.0,54.0,19.0,57.0,PM10,SEDANG
577,2011-08-01,57.0,22.0,37.0,23.0,14.0,57.0,PM10,SEDANG
578,2011-08-02,39.0,17.0,28.0,44.0,11.0,44.0,O3,BAIK
579,2011-08-03,27.0,14.0,20.0,30.0,9.0,30.0,O3,BAIK
580,2011-08-04,40.0,18.0,24.0,44.0,12.0,44.0,O3,BAIK
581,2011-08-05,44.0,15.0,29.0,50.0,10.0,50.0,O3,BAIK
582,2011-08-06,67.0,15.0,35.0,62.0,17.0,67.0,PM10,SEDANG
583,2011-08-07,63.0,19.0,25.0,42.0,12.0,63.0,PM10,SEDANG
584,2011-08-08,63.0,12.0,24.0,60.0,14.0,63.0,PM10,SEDANG
585,2011-08-09,68.0,16.0,28.0,117.0,16.0,117.0,O3,TIDAK SEHAT
586,2011-08-10,57.0,19.0,26.0,50.0,14.0,57.0,PM10,SEDANG
587,2011-08-11,57.0,23.0,23.0,81.0,16.0,81.0,O3,SEDANG
588,2011-08-12,67.0,25.0,37.0,98.0,22.0,98.0,O3,SEDANG
589,2011-08-13,68.0,11.0,19.0,62.0,13.0,68.0,PM10,SEDANG
590,2011-08-14,70.0,12.0,20.0,73.0,15.0,73.0,O3,SEDANG
591,2011-08-15,64.0,16.0,33.0,68.0,19.0,68.0,O3,SEDANG
592,2011-08-16,65.0,13.0,29.0,72.0,17.0,65.0,PM10,SEDANG
593,2011-08-17,72.0,14.5,33.0,76.0,19.5,76.0,o3,SEDANG
594,2011-08-18,79.0,16.0,37.0,80.0,22.0,80.0,O3,SEDANG
595,2011-08-19,70.5,15.5,28.5,66.0,19.5,70.5,pm10,SEDANG
596,2011-08-20,62.0,15.0,20.0,52.0,17.0,62.0,PM10,SEDANG
597,2011-08-21,66.0,15.0,15.0,57.0,13.0,66.0,PM10,SEDANG
598,2011-08-22,70.0,17.0,28.0,103.0,22.0,103.0,O3,TIDAK SEHAT
599,2011-08-23,72.0,17.0,29.0,62.0,15.0,72.0,PM10,SEDANG
600,2011-08-24,70.0,17.0,29.0,72.0,18.0,72.0,O3,SEDANG
601,2011-08-25,66.0,19.0,28.0,133.0,18.0,133.0,O3,TIDAK SEHAT
602,2011-08-26,67.0,17.0,27.0,113.0,18.0,113.0,O3,TIDAK SEHAT
603,2011-08-27,63.0,14.0,20.0,48.0,13.0,63.0,PM10,SEDANG
604,2011-08-28,62.0,13.0,17.0,51.0,12.0,62.0,PM10,SEDANG
605,2011-08-29,60.0,12.0,15.0,57.0,9.0,60.0,PM10,SEDANG
606,2011-08-30,59.0,12.0,16.0,83.0,11.0,83.0,O3,SEDANG
607,2011-08-31,68.0,14.0,36.0,77.0,14.0,77.0,O3,SEDANG
608,2011-09-01,53.333333333333336,20.0,34.0,31.0,13.0,34.0,CO,BAIK
609,2011-09-02,41.0,19.0,30.0,50.0,12.0,50.0,O3,BAIK
610,2011-09-03,31.0,17.0,25.0,33.0,11.0,33.0,O3,BAIK
611,2011-09-04,50.0,21.0,33.0,24.0,12.0,50.0,PM10,BAIK
612,2011-09-05,50.5,17.5,29.0,78.5,14.5,78.5,o3,SEDANG
613,2011-09-06,57.0,12.0,37.0,56.0,18.0,57.0,PM10,SEDANG
614,2011-09-07,54.0,16.0,21.0,54.0,10.0,54.0,PM10,SEDANG
615,2011-09-08,67.0,14.0,23.0,61.0,14.0,67.0,PM10,SEDANG
616,2011-09-09,63.0,14.0,25.0,99.0,18.0,99.0,O3,SEDANG
617,2011-09-10,81.0,23.0,31.0,91.0,19.0,91.0,O3,SEDANG
618,2011-09-11,66.0,24.0,31.0,94.0,18.0,94.0,O3,SEDANG
619,2011-09-12,58.0,22.0,32.0,116.0,21.0,116.0,O3,TIDAK SEHAT
620,2011-09-13,69.0,15.0,28.0,84.0,22.0,84.0,O3,SEDANG
621,2011-09-14,59.0,14.0,25.0,51.0,12.0,59.0,PM10,SEDANG
622,2011-09-15,63.0,19.0,26.0,55.0,15.0,63.0,PM10,SEDANG
623,2011-09-16,62.0,13.0,34.0,79.0,20.0,79.0,O3,SEDANG
624,2011-09-17,57.0,11.0,30.0,89.0,19.0,89.0,O3,SEDANG
625,2011-09-18,66.0,12.0,26.0,87.0,14.0,87.0,O3,SEDANG
626,2011-09-19,59.0,15.0,31.0,74.0,22.0,74.0,O3,SEDANG
627,2011-09-20,64.0,16.0,31.0,100.0,23.0,100.0,O3,SEDANG
628,2011-09-21,75.0,19.0,30.0,81.0,19.0,81.0,O3,SEDANG
629,2011-09-22,61.0,19.0,29.0,129.0,30.0,129.0,O3,TIDAK SEHAT
630,2011-09-23,82.0,26.0,28.0,117.0,19.0,117.0,O3,TIDAK SEHAT
631,2011-09-24,71.0,19.0,25.0,91.0,22.0,91.0,O3,SEDANG
632,2011-09-25,65.0,16.0,20.0,92.0,16.0,92.0,O3,SEDANG
633,2011-09-26,64.0,25.0,24.0,87.0,18.0,87.0,O3,SEDANG
634,2011-09-27,65.0,26.0,27.0,73.0,15.0,73.0,O3,SEDANG
635,2011-09-28,69.0,24.0,27.0,69.0,19.0,69.0,PM10,SEDANG
636,2011-09-29,63.0,17.0,29.0,72.0,20.0,72.0,O3,SEDANG
637,2011-09-30,75.0,23.0,27.0,64.0,23.0,75.0,PM10,SEDANG
638,2011-10-01,49.666666666666664,19.0,21.0,28.0,13.0,28.0,O3,BAIK
639,2011-10-02,54.0,18.0,30.0,48.0,15.0,54.0,PM10,SEDANG
640,2011-10-03,32.0,17.0,26.0,30.0,14.0,32.0,PM10,BAIK
641,2011-10-04,39.0,16.0,23.0,42.0,9.0,42.0,O3,BAIK
642,2011-10-05,57.0,20.0,29.0,107.0,19.0,107.0,O3,TIDAK SEHAT
643,2011-10-06,53.0,13.0,32.0,64.0,18.0,64.0,O3,SEDANG
644,2011-10-07,51.0,15.0,18.0,57.0,12.0,57.0,O3,SEDANG
645,2011-10-08,74.0,14.0,25.0,73.0,16.0,74.0,PM10,SEDANG
646,2011-10-09,59.0,13.0,22.0,91.0,16.0,91.0,O3,SEDANG
647,2011-10-10,71.0,16.0,34.0,107.0,19.0,107.0,O3,TIDAK SEHAT
648,2011-10-11,77.0,30.0,31.0,66.0,16.0,77.0,PM10,SEDANG
649,2011-10-12,75.0,20.0,48.0,78.0,25.0,78.0,O3,SEDANG
650,2011-10-13,67.0,25.0,32.0,96.0,21.0,96.0,O3,SEDANG
651,2011-10-14,61.0,21.0,29.0,70.0,23.0,70.0,O3,SEDANG
652,2011-10-15,60.0,21.0,25.0,86.0,21.0,86.0,O3,SEDANG
653,2011-10-16,70.0,16.0,27.0,59.0,14.0,70.0,PM10,SEDANG
